id,p
0,0.002112
1,0.002112
2,0.001068
3,0.002112
4,0.002112
5,0.004037
6,0.001068
7,0.002112
8,0.001068
9,0.001068
10,0.002112
11,0.002112
12,0.002112
13,0.001068
14,0.002112
15,0.001068
16,0.002112
17,0.002112
18,0.002112
19,0.002112
20,0.001068
21,0.002112
22,0.001068
23,0.002112
24,0.002112
25,0.002112
26,0.001068
27,0.001068
28,0.002112
29,0.002112
30,0.001068
31,0.001068
32,0.001068
33,0.001068
34,0.001068
35,0.002112
36,0.002112
37,0.002112
38,0.001068
39,0.001068
40,0.002112
41,0.001068
42,0.001068
43,0.002112
44,0.001068
45,0.002112
46,0.002112
47,0.001068
48,0.002112
49,0.002112
50,0.001068
51,0.001068
52,0.002112
53,0.002112
54,0.002112
55,0.002112
56,0.002112
57,0.001068
58,0.002112
59,0.001068
60,0.001068
61,0.001068
62,0.001068
63,0.001068
64,0.002112
65,0.001068
66,0.001068
67,0.002112
68,0.001068
69,0.002112
70,0.002112
71,0.002112
72,0.004037
73,0.001068
74,0.001068
75,0.004037
76,0.001068
77,0.001068
78,0.001068
79,0.002112
80,0.002112
81,0.002112
82,0.002112
83,0.001068
84,0.001068
85,0.002112
86,0.001068
87,0.002112
88,0.001068
89,0.001068
90,0.002112
91,0.002112
92,0.002112
93,0.002112
94,0.001068
95,0.002112
96,0.002112
97,0.002112
98,0.002112
99,0.002112
