id,left,right
0,6,68
1,184,24
2,1,68
3,34,41
4,10,68
5,35,81
6,4,68
7,1,68
8,1,68
9,40,81
10,32,68
11,184,24
12,173,24
13,6,68
14,184,24
15,6,68
16,3,24
17,3,68
18,23,68
19,47,24
20,62,81
21,26,24
22,173,24
23,30,41
24,20,68
25,10,68
26,14,41
27,57,81
28,47,24
29,10,24
30,24,24
31,173,24
32,0,68
33,53,68
34,49,24
35,29,41
36,49,24
37,184,24
38,173,24
39,41,68
40,40,81
41,10,68
42,30,41
43,5,23
44,6,68
45,36,81
46,6,68
47,2,68
48,68,24
49,184,24
50,68,24
51,184,24
52,7,68
53,5,23
54,68,24
55,28,68
56,53,68
57,20,81
58,184,24
59,22,68
60,47,24
61,173,24
62,173,24
63,68,24
64,173,24
65,68,24
66,25,81
67,41,68
68,5,23
69,49,24
70,32,81
71,53,68
72,173,24
73,26,24
74,184,24
75,68,24
76,184,24
77,173,24
78,22,68
79,1,68
80,68,24
81,184,24
82,173,24
83,184,24
84,173,24
85,47,24
86,10,68
87,184,24
88,19,41
89,34,41
90,57,81
91,23,68
92,23,68
93,53,68
94,1,68
95,184,24
96,173,24
97,49,24
98,173,24
99,47,24
100,184,24
101,47,24
102,173,24
