time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
18.0, 0.991031, 0.966667, 0.990654, 0.983051, 0.990741, 0.986111, 0.984615, 1.000000, 1.000000, 0.984127, 1.000000, 0.989011, 0.971429, 0.989474, 0.971429, 
19.0, 0.982063, 0.966667, 0.990654, 0.983051, 0.990741, 0.972222, 0.984615, 1.000000, 1.000000, 0.984127, 1.000000, 0.989011, 0.971429, 0.989474, 0.971429, 
20.0, 0.977578, 0.966667, 0.990654, 0.983051, 0.990741, 0.972222, 0.984615, 1.000000, 1.000000, 0.984127, 1.000000, 0.978022, 0.971429, 0.978947, 0.971429, 
22.0, 0.973094, 0.966667, 0.990654, 0.983051, 0.990741, 0.972222, 0.984615, 1.000000, 1.000000, 0.984127, 1.000000, 0.967033, 0.971429, 0.968421, 0.971429, 
23.0, 0.968610, 0.966667, 0.981308, 0.983051, 0.981481, 0.958333, 0.984615, 1.000000, 0.966667, 0.984127, 0.969697, 0.967033, 0.942857, 0.957895, 0.971429, 
27.0, 0.959641, 0.900000, 0.981308, 0.949153, 0.981481, 0.930556, 0.984615, 1.000000, 0.966667, 0.984127, 0.969697, 0.967033, 0.885714, 0.957895, 0.914286, 
28.0, 0.950673, 0.900000, 0.971963, 0.949153, 0.972222, 0.930556, 0.969231, 1.000000, 0.966667, 0.968254, 0.969697, 0.945055, 0.885714, 0.947368, 0.914286, 
33.0, 0.941704, 0.900000, 0.971963, 0.932203, 0.972222, 0.930556, 0.969231, 1.000000, 0.966667, 0.968254, 0.969697, 0.934066, 0.885714, 0.936842, 0.885714, 
36.0, 0.937220, 0.866667, 0.971963, 0.915254, 0.972222, 0.916667, 0.969231, 1.000000, 0.933333, 0.968254, 0.939394, 0.934066, 0.857143, 0.936842, 0.857143, 
38.0, 0.932735, 0.833333, 0.971963, 0.898305, 0.972222, 0.902778, 0.969231, 1.000000, 0.900000, 0.968254, 0.909091, 0.934066, 0.828571, 0.936842, 0.857143, 
41.0, 0.928251, 0.800000, 0.971963, 0.881356, 0.972222, 0.888889, 0.969231, 1.000000, 0.900000, 0.968254, 0.909091, 0.934066, 0.828571, 0.936842, 0.857143, 
46.0, 0.923767, 0.766667, 0.971963, 0.864407, 0.972222, 0.875000, 0.969231, 1.000000, 0.866667, 0.968254, 0.878788, 0.934066, 0.800000, 0.936842, 0.857143, 
47.0, 0.919283, 0.766667, 0.962617, 0.864407, 0.962963, 0.861111, 0.969231, 1.000000, 0.866667, 0.968254, 0.878788, 0.934066, 0.771429, 0.926316, 0.857143, 
50.0, 0.910314, 0.766667, 0.953271, 0.864407, 0.953704, 0.861111, 0.953846, 1.000000, 0.866667, 0.952381, 0.878788, 0.923077, 0.771429, 0.905263, 0.857143, 
53.0, 0.905830, 0.766667, 0.943925, 0.864407, 0.944444, 0.861111, 0.938462, 1.000000, 0.866667, 0.936508, 0.878788, 0.923077, 0.771429, 0.905263, 0.857143, 
55.0, 0.901345, 0.733333, 0.943925, 0.847458, 0.944444, 0.847222, 0.938462, 1.000000, 0.866667, 0.936508, 0.878788, 0.923077, 0.771429, 0.905263, 0.828571, 
57.0, 0.896861, 0.733333, 0.934579, 0.847458, 0.935185, 0.847222, 0.938462, 1.000000, 0.866667, 0.936508, 0.878788, 0.923077, 0.771429, 0.894737, 0.828571, 
58.0, 0.892377, 0.733333, 0.934579, 0.847458, 0.935185, 0.847222, 0.938462, 1.000000, 0.866667, 0.920635, 0.878788, 0.912088, 0.771429, 0.894737, 0.828571, 
59.0, 0.887892, 0.733333, 0.934579, 0.847458, 0.935185, 0.847222, 0.938462, 1.000000, 0.866667, 0.920635, 0.878788, 0.901099, 0.771429, 0.894737, 0.828571, 
62.0, 0.878924, 0.666667, 0.934579, 0.813559, 0.935185, 0.819444, 0.938462, 1.000000, 0.866667, 0.920635, 0.878788, 0.901099, 0.742857, 0.894737, 0.828571, 
64.0, 0.869955, 0.633333, 0.934579, 0.796610, 0.935185, 0.791667, 0.938462, 1.000000, 0.800000, 0.920635, 0.818182, 0.901099, 0.742857, 0.884211, 0.800000, 
65.0, 0.865471, 0.633333, 0.925234, 0.796610, 0.925926, 0.791667, 0.923077, 1.000000, 0.800000, 0.904762, 0.818182, 0.890110, 0.742857, 0.884211, 0.800000, 
66.0, 0.860987, 0.633333, 0.925234, 0.779661, 0.925926, 0.777778, 0.923077, 1.000000, 0.800000, 0.904762, 0.818182, 0.890110, 0.742857, 0.884211, 0.800000, 
68.0, 0.856502, 0.633333, 0.925234, 0.779661, 0.925926, 0.777778, 0.907692, 0.966667, 0.800000, 0.888889, 0.818182, 0.879121, 0.742857, 0.884211, 0.800000, 
70.0, 0.852018, 0.633333, 0.915888, 0.779661, 0.916667, 0.777778, 0.907692, 0.966667, 0.800000, 0.888889, 0.818182, 0.879121, 0.742857, 0.873684, 0.800000, 
71.0, 0.847534, 0.600000, 0.915888, 0.762712, 0.916667, 0.763889, 0.907692, 0.966667, 0.800000, 0.888889, 0.818182, 0.879121, 0.714286, 0.873684, 0.800000, 
73.0, 0.838565, 0.566667, 0.906542, 0.745763, 0.907407, 0.750000, 0.907692, 0.966667, 0.800000, 0.888889, 0.818182, 0.879121, 0.714286, 0.863158, 0.771429, 
77.0, 0.834081, 0.533333, 0.906542, 0.728814, 0.907407, 0.736111, 0.907692, 0.966667, 0.766667, 0.888889, 0.787879, 0.879121, 0.685714, 0.863158, 0.771429, 
80.0, 0.829596, 0.533333, 0.897196, 0.728814, 0.898148, 0.736111, 0.907692, 0.966667, 0.766667, 0.888889, 0.787879, 0.879121, 0.685714, 0.863158, 0.771429, 
81.0, 0.816143, 0.533333, 0.887850, 0.711864, 0.879630, 0.708333, 0.907692, 0.966667, 0.733333, 0.888889, 0.757576, 0.879121, 0.685714, 0.852632, 0.771429, 
83.0, 0.811659, 0.533333, 0.878505, 0.711864, 0.870370, 0.708333, 0.907692, 0.966667, 0.733333, 0.888889, 0.757576, 0.879121, 0.657143, 0.842105, 0.771429, 
86.0, 0.807175, 0.533333, 0.869159, 0.711864, 0.861111, 0.694444, 0.907692, 0.966667, 0.700000, 0.888889, 0.727273, 0.879121, 0.657143, 0.831579, 0.771429, 
87.0, 0.793722, 0.466667, 0.859813, 0.677966, 0.851852, 0.680556, 0.892308, 0.966667, 0.700000, 0.873016, 0.727273, 0.868132, 0.628571, 0.831579, 0.771429, 
89.0, 0.789238, 0.466667, 0.850467, 0.677966, 0.842593, 0.680556, 0.876923, 0.966667, 0.700000, 0.873016, 0.727273, 0.868132, 0.628571, 0.821053, 0.771429, 
93.0, 0.784753, 0.433333, 0.850467, 0.661017, 0.842593, 0.666667, 0.876923, 0.966667, 0.666667, 0.873016, 0.696970, 0.868132, 0.600000, 0.821053, 0.742857, 
94.0, 0.780269, 0.400000, 0.850467, 0.644068, 0.842593, 0.652778, 0.876923, 0.966667, 0.666667, 0.873016, 0.696970, 0.868132, 0.600000, 0.821053, 0.714286, 
96.0, 0.771300, 0.366667, 0.850467, 0.627119, 0.842593, 0.625000, 0.876923, 0.966667, 0.633333, 0.873016, 0.666667, 0.868132, 0.571429, 0.821053, 0.714286, 
97.0, 0.762332, 0.366667, 0.850467, 0.627119, 0.842593, 0.625000, 0.876923, 0.966667, 0.633333, 0.873016, 0.666667, 0.846154, 0.571429, 0.800000, 0.714286, 
98.0, 0.757848, 0.366667, 0.850467, 0.610169, 0.842593, 0.625000, 0.876923, 0.966667, 0.633333, 0.873016, 0.666667, 0.846154, 0.571429, 0.800000, 0.685714, 
101.0, 0.748879, 0.300000, 0.850467, 0.576271, 0.842593, 0.597222, 0.876923, 0.966667, 0.600000, 0.873016, 0.636364, 0.846154, 0.514286, 0.800000, 0.628571, 
102.0, 0.744395, 0.266667, 0.850467, 0.559322, 0.842593, 0.583333, 0.876923, 0.966667, 0.566667, 0.873016, 0.606061, 0.846154, 0.485714, 0.800000, 0.628571, 
104.0, 0.739910, 0.266667, 0.841121, 0.559322, 0.833333, 0.569444, 0.876923, 0.966667, 0.533333, 0.873016, 0.575758, 0.846154, 0.485714, 0.800000, 0.628571, 
105.0, 0.735426, 0.266667, 0.831776, 0.559322, 0.824074, 0.569444, 0.861538, 0.966667, 0.533333, 0.857143, 0.575758, 0.835165, 0.485714, 0.789474, 0.628571, 
106.0, 0.721973, 0.266667, 0.813084, 0.542373, 0.805556, 0.569444, 0.830769, 0.933333, 0.533333, 0.825397, 0.575758, 0.813187, 0.485714, 0.768421, 0.600000, 
107.0, 0.717489, 0.233333, 0.813084, 0.525424, 0.805556, 0.555556, 0.830769, 0.933333, 0.533333, 0.825397, 0.575758, 0.813187, 0.485714, 0.768421, 0.600000, 
109.0, 0.708520, 0.200000, 0.803738, 0.508475, 0.796296, 0.541667, 0.815385, 0.933333, 0.533333, 0.825397, 0.575758, 0.813187, 0.457143, 0.757895, 0.571429, 
110.0, 0.704036, 0.166667, 0.803738, 0.508475, 0.796296, 0.527778, 0.815385, 0.933333, 0.533333, 0.825397, 0.575758, 0.813187, 0.457143, 0.757895, 0.542857, 
111.0, 0.695067, 0.166667, 0.803738, 0.474576, 0.796296, 0.513889, 0.800000, 0.933333, 0.533333, 0.809524, 0.575758, 0.802198, 0.457143, 0.757895, 0.514286, 
114.0, 0.677130, 0.133333, 0.794393, 0.440678, 0.787037, 0.486111, 0.769231, 0.933333, 0.500000, 0.793651, 0.545455, 0.791209, 0.428571, 0.747368, 0.457143, 
115.0, 0.672646, 0.133333, 0.794393, 0.423729, 0.787037, 0.486111, 0.769231, 0.933333, 0.500000, 0.793651, 0.545455, 0.791209, 0.428571, 0.747368, 0.428571, 
116.0, 0.668161, 0.133333, 0.794393, 0.423729, 0.787037, 0.472222, 0.769231, 0.933333, 0.466667, 0.793651, 0.515152, 0.791209, 0.428571, 0.736842, 0.428571, 
117.0, 0.659193, 0.133333, 0.775701, 0.423729, 0.768519, 0.472222, 0.753846, 0.900000, 0.466667, 0.777778, 0.515152, 0.769231, 0.428571, 0.726316, 0.428571, 
119.0, 0.654709, 0.133333, 0.766355, 0.423729, 0.759259, 0.458333, 0.753846, 0.900000, 0.466667, 0.777778, 0.515152, 0.769231, 0.400000, 0.726316, 0.428571, 
120.0, 0.645740, 0.133333, 0.757009, 0.423729, 0.750000, 0.444444, 0.753846, 0.900000, 0.466667, 0.777778, 0.515152, 0.769231, 0.400000, 0.705263, 0.428571, 
121.0, 0.632287, 0.133333, 0.738318, 0.423729, 0.731481, 0.430556, 0.738462, 0.900000, 0.466667, 0.761905, 0.515152, 0.758242, 0.400000, 0.673684, 0.428571, 
124.0, 0.627803, 0.133333, 0.728972, 0.423729, 0.722222, 0.416667, 0.738462, 0.900000, 0.466667, 0.761905, 0.515152, 0.758242, 0.371429, 0.673684, 0.428571, 
125.0, 0.618834, 0.133333, 0.719626, 0.406780, 0.712963, 0.388889, 0.738462, 0.900000, 0.433333, 0.761905, 0.484848, 0.758242, 0.342857, 0.663158, 0.428571, 
129.0, 0.614350, 0.133333, 0.719626, 0.389831, 0.712963, 0.375000, 0.738462, 0.900000, 0.433333, 0.761905, 0.484848, 0.758242, 0.342857, 0.663158, 0.428571, 
131.0, 0.605381, 0.133333, 0.719626, 0.389831, 0.712963, 0.375000, 0.738462, 0.900000, 0.433333, 0.761905, 0.484848, 0.736264, 0.342857, 0.663158, 0.428571, 
133.0, 0.600897, 0.133333, 0.719626, 0.389831, 0.712963, 0.375000, 0.738462, 0.900000, 0.433333, 0.761905, 0.484848, 0.736264, 0.342857, 0.663158, 0.428571, 
134.0, 0.587444, 0.066667, 0.719626, 0.355932, 0.712963, 0.347222, 0.738462, 0.900000, 0.400000, 0.761905, 0.424242, 0.736264, 0.285714, 0.663158, 0.400000, 
136.0, 0.582960, 0.066667, 0.710280, 0.355932, 0.703704, 0.347222, 0.723077, 0.900000, 0.400000, 0.746032, 0.424242, 0.725275, 0.285714, 0.652632, 0.400000, 
137.0, 0.578475, 0.066667, 0.700935, 0.355932, 0.694444, 0.347222, 0.723077, 0.900000, 0.400000, 0.746032, 0.424242, 0.725275, 0.285714, 0.642105, 0.400000, 
138.0, 0.569507, 0.066667, 0.691589, 0.355932, 0.685185, 0.347222, 0.707692, 0.900000, 0.400000, 0.730159, 0.424242, 0.703297, 0.285714, 0.631579, 0.400000, 
140.0, 0.560538, 0.066667, 0.691589, 0.338983, 0.685185, 0.333333, 0.692308, 0.900000, 0.400000, 0.730159, 0.424242, 0.692308, 0.285714, 0.631579, 0.371429, 
143.0, 0.551570, 0.066667, 0.682243, 0.322034, 0.675926, 0.333333, 0.676923, 0.900000, 0.400000, 0.714286, 0.424242, 0.692308, 0.285714, 0.621053, 0.342857, 
144.0, 0.542601, 0.066667, 0.682243, 0.305085, 0.675926, 0.333333, 0.676923, 0.900000, 0.400000, 0.714286, 0.424242, 0.670330, 0.285714, 0.610526, 0.314286, 
145.0, 0.529148, 0.066667, 0.663551, 0.288136, 0.657407, 0.319444, 0.661538, 0.900000, 0.400000, 0.698413, 0.424242, 0.648352, 0.285714, 0.600000, 0.285714, 
