time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.998066, 1.000000, 1.000000, 0.986667, 1.000000, 0.988764, 1.000000, 0.991228, 1.000000, 0.994382, 1.000000, 0.993464, 1.000000, 0.995885, 1.000000, 1.000000, 0.975610, 
6.0, 0.994197, 1.000000, 1.000000, 0.986667, 1.000000, 0.988764, 1.000000, 0.991228, 1.000000, 0.994382, 1.000000, 0.980392, 1.000000, 0.987654, 1.000000, 1.000000, 0.951220, 
7.0, 0.986460, 0.955556, 1.000000, 0.946667, 1.000000, 0.943820, 1.000000, 0.964912, 1.000000, 0.971910, 1.000000, 0.954248, 1.000000, 0.971193, 1.000000, 1.000000, 0.853659, 
8.0, 0.984526, 0.955556, 1.000000, 0.946667, 1.000000, 0.943820, 1.000000, 0.964912, 1.000000, 0.966292, 1.000000, 0.947712, 1.000000, 0.967078, 1.000000, 1.000000, 0.829268, 
9.0, 0.982592, 0.955556, 1.000000, 0.946667, 1.000000, 0.943820, 1.000000, 0.964912, 1.000000, 0.960674, 1.000000, 0.941176, 1.000000, 0.962963, 1.000000, 1.000000, 0.804878, 
10.0, 0.976789, 0.911111, 1.000000, 0.920000, 1.000000, 0.921348, 1.000000, 0.938596, 1.000000, 0.943820, 1.000000, 0.921569, 1.000000, 0.950617, 1.000000, 1.000000, 0.731707, 
11.0, 0.972921, 0.888889, 1.000000, 0.906667, 1.000000, 0.910112, 1.000000, 0.929825, 1.000000, 0.938202, 1.000000, 0.908497, 1.000000, 0.942387, 1.000000, 1.000000, 0.682927, 
12.0, 0.969052, 0.888889, 1.000000, 0.906667, 1.000000, 0.887640, 1.000000, 0.929825, 1.000000, 0.926966, 1.000000, 0.895425, 1.000000, 0.934156, 1.000000, 1.000000, 0.634146, 
14.0, 0.963250, 0.866667, 1.000000, 0.880000, 1.000000, 0.876404, 1.000000, 0.903509, 1.000000, 0.910112, 1.000000, 0.875817, 1.000000, 0.921811, 1.000000, 1.000000, 0.585366, 
15.0, 0.959381, 0.866667, 1.000000, 0.880000, 1.000000, 0.865169, 1.000000, 0.903509, 1.000000, 0.904494, 1.000000, 0.862745, 1.000000, 0.913580, 1.000000, 1.000000, 0.560976, 
18.0, 0.957447, 0.844444, 1.000000, 0.866667, 1.000000, 0.853933, 1.000000, 0.894737, 1.000000, 0.898876, 1.000000, 0.856209, 1.000000, 0.909465, 1.000000, 1.000000, 0.560976, 
19.0, 0.953578, 0.844444, 1.000000, 0.853333, 1.000000, 0.842697, 1.000000, 0.877193, 1.000000, 0.887640, 1.000000, 0.843137, 1.000000, 0.901235, 1.000000, 1.000000, 0.512195, 
20.0, 0.951644, 0.844444, 1.000000, 0.853333, 1.000000, 0.842697, 1.000000, 0.877193, 1.000000, 0.882022, 1.000000, 0.836601, 1.000000, 0.897119, 1.000000, 1.000000, 0.512195, 
