id,left,right
0,35,25
1,129,25
2,39,25
3,60,34
4,8,25
5,22,25
6,3,25
7,12,22
8,0,22
9,237,43
10,74,22
11,3,22
12,237,43
13,64,43
14,114,21
15,7,34
16,64,34
17,3,22
18,78,21
19,14,22
20,129,25
21,74,22
22,32,22
23,39,25
24,78,21
25,29,25
26,29,25
27,6,21
28,5,22
29,2,22
30,114,21
31,114,21
32,1,22
33,114,21
34,18,22
35,12,25
36,192,34
37,114,21
38,19,34
39,14,22
40,21,25
41,129,25
42,64,43
43,192,34
44,13,22
45,60,20
46,29,20
47,192,34
48,4,25
49,77,43
50,3,20
51,63,25
52,18,22
53,129,25
54,63,25
55,8,25
56,4,25
