time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
10.0, 0.994595, 0.966667, 1.000000, 0.986842, 1.000000, 1.000000, 0.967742, 1.000000, 0.979167, 
30.0, 0.989189, 0.966667, 0.990000, 0.986842, 1.000000, 0.982456, 0.967742, 0.988764, 0.979167, 
35.0, 0.989189, 0.966667, 0.990000, 0.986842, 1.000000, 0.982456, 0.967742, 0.988764, 0.979167, 
99.0, 0.983754, 0.966667, 0.990000, 0.973684, 1.000000, 0.982456, 0.967742, 0.988764, 0.979167, 
185.0, 0.978319, 0.933333, 0.990000, 0.960526, 1.000000, 0.982456, 0.967742, 0.988764, 0.958333, 
204.0, 0.972884, 0.900000, 0.990000, 0.947368, 1.000000, 0.982456, 0.935484, 0.988764, 0.937500, 
210.0, 0.967449, 0.866667, 0.990000, 0.934211, 1.000000, 0.982456, 0.935484, 0.988764, 0.916667, 
232.0, 0.956579, 0.833333, 0.990000, 0.907895, 1.000000, 0.982456, 0.935484, 0.988764, 0.895833, 
279.0, 0.951143, 0.800000, 0.990000, 0.894737, 1.000000, 0.982456, 0.903226, 0.988764, 0.875000, 
295.0, 0.945708, 0.800000, 0.990000, 0.881579, 1.000000, 0.982456, 0.870968, 0.988764, 0.854167, 
355.0, 0.940273, 0.800000, 0.979898, 0.881579, 1.000000, 0.982456, 0.870968, 0.977399, 0.854167, 
386.0, 0.934838, 0.766667, 0.979898, 0.868421, 1.000000, 0.982456, 0.838710, 0.977399, 0.833333, 
469.0, 0.929403, 0.766667, 0.979898, 0.855263, 1.000000, 0.982456, 0.838710, 0.977399, 0.833333, 
493.0, 0.923968, 0.733333, 0.979898, 0.842105, 1.000000, 0.982456, 0.838710, 0.977399, 0.812500, 
529.0, 0.918533, 0.700000, 0.979898, 0.828947, 1.000000, 0.982456, 0.806452, 0.977399, 0.791667, 
629.0, 0.913098, 0.666667, 0.979898, 0.815789, 1.000000, 0.982456, 0.806452, 0.977399, 0.770833, 
667.0, 0.907663, 0.633333, 0.979898, 0.802632, 1.000000, 0.982456, 0.806452, 0.977399, 0.750000, 
718.0, 0.902228, 0.633333, 0.979898, 0.789474, 1.000000, 0.982456, 0.806452, 0.977399, 0.750000, 
752.0, 0.896792, 0.600000, 0.979898, 0.776316, 1.000000, 0.982456, 0.774194, 0.977399, 0.729167, 
779.0, 0.891357, 0.566667, 0.979898, 0.763158, 1.000000, 0.982456, 0.741935, 0.977399, 0.708333, 
793.0, 0.885922, 0.533333, 0.979898, 0.750000, 1.000000, 0.982456, 0.709677, 0.977399, 0.687500, 
817.0, 0.880487, 0.533333, 0.969796, 0.750000, 1.000000, 0.982456, 0.709677, 0.966034, 0.687500, 
826.0, 0.875052, 0.500000, 0.969796, 0.736842, 1.000000, 0.982456, 0.709677, 0.966034, 0.666667, 
833.0, 0.869617, 0.500000, 0.969796, 0.723684, 1.000000, 0.982456, 0.709677, 0.966034, 0.666667, 
858.0, 0.864182, 0.500000, 0.969796, 0.710526, 1.000000, 0.982456, 0.677419, 0.966034, 0.645833, 
869.0, 0.858747, 0.500000, 0.969796, 0.697368, 1.000000, 0.982456, 0.645161, 0.966034, 0.625000, 
872.0, 0.853312, 0.500000, 0.959694, 0.697368, 1.000000, 0.982456, 0.645161, 0.954669, 0.625000, 
977.0, 0.847876, 0.500000, 0.949592, 0.697368, 1.000000, 0.982456, 0.645161, 0.943304, 0.625000, 
982.0, 0.842441, 0.466667, 0.949592, 0.684211, 1.000000, 0.982456, 0.612903, 0.943304, 0.604167, 
1041.0, 0.837006, 0.466667, 0.949592, 0.671053, 1.000000, 0.982456, 0.612903, 0.943304, 0.583333, 
1055.0, 0.831571, 0.466667, 0.949592, 0.657895, 1.000000, 0.982456, 0.612903, 0.943304, 0.583333, 
1062.0, 0.826136, 0.433333, 0.949592, 0.644737, 1.000000, 0.982456, 0.580645, 0.943304, 0.562500, 
1075.0, 0.820701, 0.400000, 0.949592, 0.631579, 1.000000, 0.982456, 0.548387, 0.943304, 0.541667, 
1156.0, 0.815266, 0.400000, 0.939490, 0.631579, 1.000000, 0.982456, 0.548387, 0.931939, 0.541667, 
1228.0, 0.809831, 0.400000, 0.939490, 0.618421, 1.000000, 0.982456, 0.548387, 0.931939, 0.541667, 
1252.0, 0.804396, 0.366667, 0.939490, 0.605263, 1.000000, 0.982456, 0.516129, 0.931939, 0.520833, 
1271.0, 0.798960, 0.366667, 0.939490, 0.592105, 1.000000, 0.982456, 0.483871, 0.931939, 0.500000, 
1312.0, 0.793525, 0.333333, 0.939490, 0.578947, 1.000000, 0.982456, 0.483871, 0.931939, 0.479167, 
