id,distance,n_actions
0,0.024791,2
1,0.026250,2
2,0.035000,1
3,0.040000,1
4,0.032500,1
5,0.024937,2
6,0.035000,1
7,0.022500,1
8,0.030473,2
9,0.032090,2
10,0.039590,2
11,0.035000,1
12,0.019275,2
13,0.030000,1
14,0.035000,1
15,0.042500,1
16,0.017090,2
17,0.032500,1
18,0.021040,2
19,0.032857,2
20,0.042500,1
21,0.018120,2
22,0.035462,2
23,0.040000,1
24,0.042500,1
25,0.027500,1
26,0.042500,1
27,0.042500,1
28,0.042500,1
29,0.042500,1
30,0.040000,1
31,0.040000,1
32,0.042500,1
33,0.032500,1
34,0.042500,1
35,0.042500,1
36,0.032500,1
37,0.030000,1
38,0.042500,1
39,0.040000,1
40,0.025000,1
41,0.042500,1
42,0.042500,1
43,0.042500,1
44,0.037500,1
45,0.042500,1
46,0.040000,1
47,0.040000,1
48,0.030656,2
49,0.027038,2
50,0.042500,1
51,0.037500,1
52,0.042500,1
53,0.040000,1
54,0.032500,1
55,0.032500,1
56,0.035000,1
57,0.032500,1
58,0.042500,1
59,0.037500,1
60,0.042500,1
61,0.040000,1
62,0.042500,1
63,0.026323,2
64,0.027038,2
65,0.042500,1
66,0.042500,1
67,0.032500,1
68,0.022500,1
