attribute,value
SensorMeasure2,"(-inf, 549.105>"
SensorMeasure2,"(549.105, 555.895>"
SensorMeasure2,"(555.895, inf)"
SensorMeasure9,"(-inf, 8308.27>"
SensorMeasure9,"(8308.27, 8314.355>"
SensorMeasure9,"(8314.355, inf)"
SensorMeasure6,"(-inf, 5.715>"
SensorMeasure6,"(5.715, 13.655000000000001>"
SensorMeasure6,"(13.655000000000001, inf)"
SensorMeasure14,"(-inf, 8064.925>"
SensorMeasure14,"(8064.925, 8083.8150000000005>"
SensorMeasure14,"(8083.8150000000005, 8134.885>"
SensorMeasure14,"(8134.885, inf)"
OpSet2,"(-inf, 0.84075>"
OpSet2,"(0.84075, 0.84185>"
OpSet2,"(0.84185, inf)"
SensorMeasure12,"(-inf, 130.85500000000002>"
SensorMeasure12,"(130.85500000000002, 164.975>"
SensorMeasure12,"(164.975, 521.5699999999999>"
SensorMeasure12,"(521.5699999999999, inf)"
SensorMeasure4,"(-inf, 1127.985>"
SensorMeasure4,"(1127.985, 1129.4299999999998>"
SensorMeasure4,"(1129.4299999999998, 1247.205>"
SensorMeasure4,"(1247.205, 1252.135>"
SensorMeasure4,"(1252.135, inf)"
SensorMeasure11,"(-inf, 36.635000000000005>"
SensorMeasure11,"(36.635000000000005, 44.335>"
SensorMeasure11,"(44.335, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.105>"
SensorMeasure13,"(2388.105, 2388.1400000000003>"
SensorMeasure13,"(2388.1400000000003, 2388.175>"
SensorMeasure13,"(2388.175, inf)"
SensorMeasure21,"(-inf, 6.26025>"
SensorMeasure21,"(6.26025, inf)"
SensorMeasure20,"(-inf, 14.895>"
SensorMeasure20,"(14.895, inf)"
SensorMeasure7,"(-inf, 138.035>"
SensorMeasure7,"(138.035, 335.785>"
SensorMeasure7,"(335.785, inf)"
SensorMeasure15,"(-inf, 8.3655>"
SensorMeasure15,"(8.3655, 9.3225>"
SensorMeasure15,"(9.3225, inf)"
OpSet1,"(-inf, 25.00065>"
OpSet1,"(25.00065, 25.00695>"
OpSet1,"(25.00695, inf)"
SensorMeasure3,"(-inf, 1257.1399999999999>"
SensorMeasure3,"(1257.1399999999999, 1584.52>"
SensorMeasure3,"(1584.52, inf)"
