id,left,right
0,16,27
1,112,21
2,70,65
3,189,33
4,8,20
5,189,33
6,65,33
7,86,20
8,24,22
9,86,20
10,79,21
11,65,33
12,120,20
13,112,21
14,8,33
15,9,20
16,86,20
17,90,22
18,112,21
19,90,22
20,16,27
21,86,20
22,20,20
23,98,27
24,14,41
25,90,22
26,12,20
27,1,22
28,7,27
29,112,21
30,32,20
31,63,27
32,120,20
33,120,20
34,189,33
35,86,20
36,112,21
37,25,27
38,189,33
39,79,21
40,29,21
41,112,21
42,9,20
43,34,27
44,132,20
45,14,41
46,29,21
47,90,22
48,29,21
49,7,27
50,112,21
51,3,21
52,112,21
53,112,21
54,4,20
55,29,21
56,34,41
