id,distance,n_actions
0,0.080072,1
1,0.087681,1
2,0.072826,1
3,0.029348,1
4,0.109058,1
5,0.080072,1
6,0.000362,1
7,0.138043,1
8,0.080072,1
9,0.101812,1
10,0.094565,1
11,0.006884,1
12,0.025000,1
13,0.018478,1
14,0.076449,1
15,0.025725,1
16,0.109058,1
17,0.040217,1
18,0.112681,1
19,0.112681,1
20,0.119928,1
21,0.032971,1
22,0.163406,1
23,0.038043,1
24,0.102174,1
25,0.134420,1
26,0.094565,1
27,0.083696,1
28,0.120652,1
29,0.159420,1
30,0.036594,1
31,0.006159,1
32,0.091304,1
33,0.085507,1
34,0.126812,1
35,0.088768,1
36,0.127536,1
37,0.138043,1
38,0.119565,1
39,0.036594,1
40,0.133333,1
41,0.032246,1
42,0.105072,1
43,0.161957,1
44,0.072464,1
45,0.130435,1
46,0.025000,1
47,0.171739,1
48,0.014130,1
49,0.029348,1
50,0.007971,1
51,0.125725,1
52,0.152536,1
53,0.059058,1
