id,p
0,0.000024
1,0.000005
2,0.000085
3,0.129078
4,0.000000
5,0.000024
6,0.999991
7,0.000000
8,0.000024
9,0.000001
10,0.000002
11,0.963186
12,0.202283
13,0.436489
14,0.000046
15,0.202283
16,0.000000
17,0.031902
18,0.000000
19,0.000000
20,0.000000
21,0.079055
22,0.000000
23,0.038598
24,0.000001
25,0.000000
26,0.000002
27,0.000013
28,0.000000
29,0.000000
30,0.038598
31,0.963186
32,0.000003
33,0.000009
34,0.000000
35,0.000005
36,0.000000
37,0.000000
38,0.000000
39,0.038598
40,0.000000
41,0.079055
42,0.000000
43,0.000000
44,0.000114
45,0.000000
46,0.202283
47,0.000000
48,0.707929
49,0.129078
50,0.963186
51,0.000000
52,0.000000
53,0.001378
