attribute,value
pnodes,"(-inf, 2.0>"
pnodes,"(2.0, 2.5>"
pnodes,"(2.5, 3.5>"
pnodes,"(3.5, 4.5>"
pnodes,"(4.5, 5.5>"
pnodes,"(5.5, 6.5>"
pnodes,"(6.5, 8.5>"
pnodes,"(8.5, 9.5>"
pnodes,"(9.5, 10.5>"
pnodes,"(10.5, 43.0>"
pnodes,"(43.0, inf)"
progrec,"(-inf, 0.5>"
progrec,"(0.5, 9.5>"
progrec,"(9.5, 11.5>"
progrec,"(11.5, 14.5>"
progrec,"(14.5, 22.5>"
progrec,"(22.5, 24.5>"
progrec,"(24.5, 31.5>"
progrec,"(31.5, 32.5>"
progrec,"(32.5, 42.5>"
progrec,"(42.5, 44.0>"
progrec,"(44.0, 55.5>"
progrec,"(55.5, 103.5>"
progrec,"(103.5, 115.0>"
progrec,"(115.0, 364.5>"
progrec,"(364.5, 396.5>"
progrec,"(396.5, inf)"
tsize,"(-inf, 7.0>"
tsize,"(7.0, 10.5>"
tsize,"(10.5, 19.0>"
tsize,"(19.0, 19.5>"
tsize,"(19.5, 23.5>"
tsize,"(23.5, 47.5>"
tsize,"(47.5, 69.0>"
tsize,"(69.0, 75.0>"
tsize,"(75.0, inf)"
estrec,"(-inf, 0.5>"
estrec,"(0.5, 5.5>"
estrec,"(5.5, 7.5>"
estrec,"(7.5, 80.0>"
estrec,"(80.0, 113.0>"
estrec,"(113.0, 490.0>"
estrec,"(490.0, 569.5>"
estrec,"(569.5, 605.0>"
estrec,"(605.0, 637.5>"
estrec,"(637.5, 926.0>"
estrec,"(926.0, inf)"
age,"(-inf, 31.5>"
age,"(31.5, 35.5>"
age,"(35.5, 37.0>"
age,"(37.0, 37.5>"
age,"(37.5, 39.5>"
age,"(39.5, 40.0>"
age,"(40.0, 48.5>"
age,"(48.5, 63.5>"
age,"(63.5, 74.5>"
age,"(74.5, inf)"
