id,left,right
0,76,26
1,24,26
2,284,26
3,10,26
4,76,26
5,284,26
6,284,26
7,24,26
8,284,26
9,105,26
10,227,26
11,148,26
12,284,26
13,227,26
14,148,26
15,5,26
16,148,26
17,227,26
18,284,26
19,26,26
20,93,26
21,284,26
22,105,26
23,227,26
24,284,26
25,10,26
26,148,26
27,148,26
28,227,26
29,105,26
30,105,26
31,93,26
32,227,26
33,9,26
34,105,26
35,93,26
36,284,26
37,284,26
38,227,26
39,148,26
40,26,26
41,93,26
42,76,26
43,284,26
44,105,26
45,284,26
46,227,26
47,227,26
48,148,26
49,227,26
50,148,26
51,148,26
52,105,26
53,284,26
54,284,26
55,227,26
56,284,26
57,93,26
58,284,26
59,148,26
60,76,26
61,26,26
62,227,26
63,227,26
64,284,26
65,24,26
66,76,26
67,148,26
68,148,26
69,227,26
70,227,26
71,105,26
72,284,26
73,105,26
74,227,26
75,148,26
76,24,26
77,10,26
78,284,26
79,76,26
80,93,26
81,148,26
82,148,26
83,227,26
84,105,26
85,284,26
86,76,26
87,284,26
88,284,26
89,26,26
90,284,26
91,93,26
92,93,26
93,227,26
94,148,26
95,284,26
96,227,26
97,93,26
98,93,26
99,148,26
100,0,26
101,8,26
102,76,26
103,148,26
104,284,26
105,105,26
106,148,26
107,227,26
108,76,26
109,76,26
110,93,26
111,76,26
112,227,26
113,76,26
114,284,26
