attribute,value
albumin,"(-inf, 3.0149999999999997>"
albumin,"(3.0149999999999997, 3.13>"
albumin,"(3.13, 3.3899999999999997>"
albumin,"(3.3899999999999997, 3.535>"
albumin,"(3.535, 3.6399999999999997>"
albumin,"(3.6399999999999997, 3.6950000000000003>"
albumin,"(3.6950000000000003, 4.390000000000001>"
albumin,"(4.390000000000001, inf)"
bili,"(-inf, 1.35>"
bili,"(1.35, 1.75>"
bili,"(1.75, 1.95>"
bili,"(1.95, 2.25>"
bili,"(2.25, 2.3499999999999996>"
bili,"(2.3499999999999996, 8.95>"
bili,"(8.95, inf)"
age,"(-inf, 33.347023>"
age,"(33.347023, 41.379876499999995>"
age,"(41.379876499999995, 43.2922655>"
age,"(43.2922655, 45.8097195>"
age,"(45.8097195, 64.609172>"
age,"(64.609172, 66.7063655>"
age,"(66.7063655, 74.67351149999999>"
age,"(74.67351149999999, inf)"
protime,"(-inf, 9.649999999999999>"
protime,"(9.649999999999999, 10.149999999999999>"
protime,"(10.149999999999999, 10.95>"
protime,"(10.95, 11.8>"
protime,"(11.8, inf)"
