attribute,value
SensorMeasure14,"(-inf, 8064.925>"
SensorMeasure14,"(8064.925, 8066.65>"
SensorMeasure14,"(8066.65, 8074.355>"
SensorMeasure14,"(8074.355, 8078.155>"
SensorMeasure14,"(8078.155, 8134.889999999999>"
SensorMeasure14,"(8134.889999999999, inf)"
OpSet2,"(-inf, 0.6204000000000001>"
OpSet2,"(0.6204000000000001, 0.84075>"
OpSet2,"(0.84075, inf)"
SensorMeasure6,"(-inf, 5.715>"
SensorMeasure6,"(5.715, 13.655000000000001>"
SensorMeasure6,"(13.655000000000001, inf)"
SensorMeasure7,"(-inf, 138.01999999999998>"
SensorMeasure7,"(138.01999999999998, 138.55>"
SensorMeasure7,"(138.55, 335.675>"
SensorMeasure7,"(335.675, 335.81>"
SensorMeasure7,"(335.81, inf)"
SensorMeasure4,"(-inf, 1048.9699999999998>"
SensorMeasure4,"(1048.9699999999998, 1127.985>"
SensorMeasure4,"(1127.985, 1252.135>"
SensorMeasure4,"(1252.135, inf)"
SensorMeasure13,"(-inf, 2028.0749999999998>"
SensorMeasure13,"(2028.0749999999998, 2028.3>"
SensorMeasure13,"(2028.3, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.115>"
SensorMeasure13,"(2388.115, inf)"
SensorMeasure9,"(-inf, 8728.595000000001>"
SensorMeasure9,"(8728.595000000001, 8729.085>"
SensorMeasure9,"(8729.085, inf)"
SensorMeasure11,"(-inf, 42.175>"
SensorMeasure11,"(42.175, 44.345>"
SensorMeasure11,"(44.345, 47.535>"
SensorMeasure11,"(47.535, inf)"
OpSet1,"(-inf, 35.0069>"
OpSet1,"(35.0069, 42.00665>"
OpSet1,"(42.00665, inf)"
SensorMeasure20,"(-inf, 10.545>"
SensorMeasure20,"(10.545, 24.525>"
SensorMeasure20,"(24.525, 24.634999999999998>"
SensorMeasure20,"(24.634999999999998, 28.705>"
SensorMeasure20,"(28.705, inf)"
SensorMeasure15,"(-inf, 8.4165>"
SensorMeasure15,"(8.4165, 9.34975>"
SensorMeasure15,"(9.34975, 9.358049999999999>"
SensorMeasure15,"(9.358049999999999, 9.38985>"
SensorMeasure15,"(9.38985, inf)"
