id,left,right
0,113,55
1,37,93
2,26,93
3,61,55
4,55,48
5,26,113
6,37,93
7,61,55
8,32,55
9,282,55
10,206,93
11,34,55
12,206,93
13,61,113
14,34,55
15,35,48
16,113,55
17,282,113
18,206,93
19,206,93
20,206,93
21,32,55
22,113,55
23,37,93
24,206,93
25,26,93
26,206,93
27,55,48
28,113,55
29,34,55
30,113,55
31,16,93
32,32,55
33,32,113
34,39,55
35,206,93
36,206,93
37,282,113
38,26,93
39,61,55
40,282,113
41,37,93
42,113,55
43,16,93
44,39,113
45,37,93
46,282,113
47,206,93
48,206,93
49,9,113
50,206,93
51,113,55
52,282,113
53,113,55
54,206,93
55,206,93
56,113,55
57,113,55
58,18,93
59,206,93
60,34,113
61,31,55
62,282,113
63,61,55
64,206,93
65,282,113
66,206,93
67,61,55
68,43,93
69,282,113
70,61,55
71,282,113
72,26,93
73,206,93
74,206,93
75,61,55
76,206,93
77,37,93
78,28,48
79,206,93
80,19,93
81,19,93
82,206,93
83,206,93
84,32,113
85,16,93
86,37,93
