id,distance,n_actions
0,0.043796,1
1,0.062044,1
2,0.080292,1
3,0.043796,1
4,0.043796,1
5,0.010949,1
6,0.062044,1
7,0.043796,1
8,0.043796,1
9,0.007299,1
10,0.010949,1
11,0.409783,2
12,0.392029,2
13,0.098540,1
14,0.025547,1
15,0.007299,1
16,0.062044,1
17,0.043796,1
18,0.043796,1
19,0.043796,1
20,0.135036,1
21,0.080292,1
22,0.043796,1
23,0.025547,1
24,0.025547,1
25,0.428623,2
26,0.007299,1
27,0.043796,1
28,0.025547,1
29,0.007299,1
30,0.007299,1
31,0.020073,1
32,0.021898,1
33,0.007299,1
34,0.010949,1
35,0.032847,1
36,0.032847,1
37,0.047445,1
38,0.023723,1
39,0.018248,1
40,0.049270,1
41,0.049270,1
42,0.025547,1
43,0.074818,1
44,0.003650,1
45,0.027372,1
46,0.138768,1
47,0.031022,1
48,0.089416,1
49,0.036496,1
50,0.063869,1
51,0.021898,1
52,0.036496,1
53,0.018248,1
