id,left,right
0,22,54
1,118,54
2,145,22
3,32,38
4,156,30
5,37,30
6,123,54
7,47,30
8,123,54
9,1,54
10,60,23
11,34,54
12,32,38
13,18,38
14,4,54
15,18,54
16,123,54
17,32,54
18,141,23
19,22,54
20,29,54
21,47,30
22,11,30
23,118,54
24,13,30
25,0,38
26,156,30
27,118,54
28,22,26
29,156,30
30,145,22
31,47,30
32,118,54
33,32,54
34,145,22
35,47,30
36,2,54
37,156,30
38,37,30
39,123,54
40,18,54
41,32,54
42,118,54
43,60,23
44,41,22
45,34,23
46,28,54
47,18,54
48,118,54
49,41,22
50,145,22
51,28,54
52,54,29
53,123,54
54,15,30
55,32,54
56,118,54
57,34,54
58,47,30
59,29,54
60,34,23
61,41,22
62,145,22
63,41,22
64,145,22
65,41,22
66,118,54
67,123,54
68,32,54
69,2,54
70,123,54
71,123,54
72,6,30
73,34,54
74,123,54
75,145,22
76,145,22
77,8,54
78,47,30
79,46,26
80,145,22
81,41,22
82,8,54
83,34,54
84,29,54
85,60,23
86,118,54
87,123,54
88,141,23
89,123,54
90,118,54
91,29,54
92,41,22
93,141,23
94,141,23
95,145,22
96,145,22
97,34,54
98,15,54
99,41,22
100,141,23
101,145,22
102,145,22
