id,distance,n_actions
0,0.040941,2
1,0.052171,2
2,0.046079,2
3,0.011435,1
4,0.044227,2
5,0.022436,1
6,0.070146,2
7,0.015625,1
8,0.031846,2
9,0.036556,2
10,0.024482,2
11,0.035592,2
12,0.059750,2
13,0.017228,1
14,0.021916,2
15,0.012019,1
16,0.027915,2
17,0.065458,2
18,0.017228,1
19,0.028868,2
20,0.002404,1
21,0.008316,1
22,0.018235,2
23,0.109389,3
24,0.052949,2
25,0.036567,2
26,0.035430,2
27,0.054942,2
28,0.039750,2
29,0.038802,2
30,0.050394,2
31,0.035994,2
32,0.030470,2
33,0.036524,2
34,0.017758,2
35,0.036035,2
36,0.032311,2
37,0.024840,1
38,0.024710,2
39,0.024683,2
40,0.029193,2
41,0.052711,2
42,0.042620,1
43,0.021765,2
44,0.030947,2
45,0.018429,1
46,0.051545,2
47,0.021678,2
48,0.044699,1
49,0.049156,2
