time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.996139, 0.979592, 1.000000, 0.987500, 1.000000, 0.991453, 1.000000, 0.983471, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.992095, 1.000000, 1.000000, 1.000000, 
6.0, 0.992278, 0.979592, 1.000000, 0.987500, 1.000000, 0.991453, 1.000000, 0.983471, 1.000000, 0.969231, 1.000000, 0.985577, 1.000000, 0.984190, 1.000000, 1.000000, 1.000000, 
7.0, 0.986486, 0.938776, 1.000000, 0.962500, 1.000000, 0.974359, 1.000000, 0.958678, 1.000000, 0.946154, 1.000000, 0.971154, 1.000000, 0.972332, 1.000000, 1.000000, 0.966667, 
9.0, 0.984556, 0.918367, 1.000000, 0.950000, 1.000000, 0.965812, 1.000000, 0.950413, 1.000000, 0.938462, 1.000000, 0.966346, 1.000000, 0.968379, 1.000000, 1.000000, 0.966667, 
10.0, 0.978764, 0.897959, 1.000000, 0.925000, 1.000000, 0.948718, 1.000000, 0.925620, 1.000000, 0.915385, 1.000000, 0.951923, 1.000000, 0.956522, 1.000000, 1.000000, 0.900000, 
11.0, 0.976834, 0.897959, 1.000000, 0.925000, 1.000000, 0.948718, 1.000000, 0.925620, 1.000000, 0.907692, 1.000000, 0.947115, 1.000000, 0.952569, 1.000000, 1.000000, 0.900000, 
12.0, 0.972973, 0.877551, 1.000000, 0.900000, 1.000000, 0.931624, 1.000000, 0.909091, 1.000000, 0.892308, 1.000000, 0.937500, 1.000000, 0.944664, 1.000000, 1.000000, 0.900000, 
14.0, 0.965251, 0.816327, 1.000000, 0.862500, 1.000000, 0.905983, 1.000000, 0.884298, 1.000000, 0.861538, 1.000000, 0.918269, 1.000000, 0.928854, 1.000000, 1.000000, 0.833333, 
15.0, 0.961390, 0.816327, 1.000000, 0.862500, 1.000000, 0.905983, 1.000000, 0.876033, 1.000000, 0.846154, 1.000000, 0.908654, 1.000000, 0.920949, 1.000000, 1.000000, 0.800000, 
18.0, 0.959459, 0.795918, 1.000000, 0.850000, 1.000000, 0.897436, 1.000000, 0.867769, 1.000000, 0.838462, 1.000000, 0.903846, 1.000000, 0.916996, 1.000000, 1.000000, 0.800000, 
19.0, 0.955598, 0.775510, 1.000000, 0.825000, 1.000000, 0.880342, 1.000000, 0.859504, 1.000000, 0.823077, 1.000000, 0.894231, 1.000000, 0.909091, 1.000000, 1.000000, 0.766667, 
20.0, 0.953668, 0.755102, 1.000000, 0.812500, 1.000000, 0.871795, 1.000000, 0.851240, 1.000000, 0.815385, 1.000000, 0.889423, 1.000000, 0.905138, 1.000000, 1.000000, 0.733333, 
21.0, 0.949807, 0.714286, 1.000000, 0.787500, 1.000000, 0.854701, 1.000000, 0.834711, 1.000000, 0.800000, 1.000000, 0.879808, 1.000000, 0.897233, 1.000000, 1.000000, 0.700000, 
22.0, 0.947876, 0.714286, 1.000000, 0.775000, 1.000000, 0.846154, 1.000000, 0.826446, 1.000000, 0.792308, 1.000000, 0.879808, 1.000000, 0.893281, 1.000000, 1.000000, 0.666667, 
23.0, 0.940154, 0.673469, 1.000000, 0.750000, 1.000000, 0.829060, 1.000000, 0.801653, 1.000000, 0.761538, 1.000000, 0.865385, 1.000000, 0.877470, 1.000000, 1.000000, 0.566667, 
24.0, 0.936293, 0.653061, 1.000000, 0.737500, 1.000000, 0.820513, 1.000000, 0.793388, 1.000000, 0.753846, 1.000000, 0.860577, 1.000000, 0.873518, 1.000000, 1.000000, 0.566667, 
25.0, 0.934363, 0.632653, 1.000000, 0.725000, 1.000000, 0.811966, 1.000000, 0.785124, 1.000000, 0.746154, 1.000000, 0.855769, 1.000000, 0.869565, 1.000000, 1.000000, 0.533333, 
