id,left,right
0,6,20
1,8,27
2,4,20
3,41,20
4,2,21
5,4,20
6,9,20
7,4,21
8,1,21
9,2,20
10,70,20
11,70,20
12,1,21
13,4,20
14,16,20
15,70,20
16,70,20
17,0,21
18,42,23
19,4,20
20,6,20
21,32,20
22,30,20
23,32,20
24,6,23
25,11,20
26,42,27
27,5,20
28,18,23
29,124,20
30,80,20
31,1,21
32,4,20
33,12,27
34,70,20
35,0,21
36,80,20
37,32,20
38,4,21
39,132,45
40,16,20
41,4,20
42,1,20
43,3,20
44,1,20
45,1,20
46,70,20
47,0,21
48,14,20
49,2,20
50,32,20
51,1,20
52,4,21
53,9,20
54,1,20
55,80,20
56,1,20
57,8,20
58,9,27
59,42,23
60,80,20
61,42,27
62,48,27
63,0,20
64,48,23
65,3,27
66,70,20
67,1,21
