id,left,right
0,12,31
1,51,33
2,30,21
3,36,44
4,30,21
5,82,21
6,100,38
7,21,21
8,168,33
9,151,33
10,55,31
11,2,31
12,45,21
13,151,33
14,168,33
15,30,21
16,8,21
17,151,33
18,2,31
19,168,38
20,33,33
21,75,33
22,100,38
23,82,21
24,21,21
25,51,33
26,33,33
27,100,38
28,80,21
29,80,21
30,151,38
31,46,36
32,33,33
33,168,33
34,22,44
35,23,21
36,8,31
37,168,38
38,2,21
39,63,21
40,40,21
41,75,38
42,141,36
43,151,33
44,1,44
45,51,33
46,40,21
47,168,38
48,40,21
49,168,33
50,100,38
51,45,25
52,25,21
53,100,38
54,151,33
55,100,33
56,40,21
57,33,33
58,51,33
59,100,33
60,168,33
61,100,33
62,151,33
63,151,33
64,55,31
65,63,21
66,168,33
67,151,33
