id,p
0,0.000000
1,0.001274
2,0.000000
3,0.001274
4,0.001274
5,0.001274
6,0.000000
7,0.001274
8,0.000000
9,0.000000
10,1.000000
11,0.001274
12,0.000000
13,0.000000
14,0.000000
15,0.001274
16,0.000000
17,0.001274
18,0.000094
19,0.000000
20,0.000000
21,0.000000
22,0.001274
23,0.001274
24,0.000000
25,0.000094
26,0.000000
27,0.001274
28,0.001274
29,0.001274
30,0.000000
31,1.000000
32,0.001274
33,0.000000
34,0.000000
35,0.000000
36,0.000094
37,0.001274
38,0.000000
39,0.001274
40,0.001274
41,0.000000
42,0.001274
43,0.000000
44,0.001274
45,0.001274
46,0.000000
47,0.001274
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.001274
59,0.001274
60,0.001274
61,0.000000
62,0.001274
63,0.001274
64,0.000000
65,0.000000
66,0.000000
67,0.001274
68,0.000000
69,0.000000
70,0.001274
71,0.000000
72,0.001274
73,0.000000
74,0.000000
75,0.000000
76,0.000094
77,0.001274
78,0.000000
79,0.000000
80,0.000000
81,0.001274
82,0.001274
83,0.000000
84,0.001274
85,0.000000
86,0.001274
87,0.000000
88,0.001274
89,0.001274
90,0.000000
91,0.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.001274
97,0.000000
98,0.000000
99,0.000000
100,0.001274
101,0.001274
102,0.000000
103,0.001274
104,0.000094
105,0.000000
106,0.001274
107,0.000000
108,0.000000
109,0.001274
110,0.000000
111,1.000000
112,0.000000
113,0.000000
114,0.000000
