id,left,right
0,56,111
1,70,56
2,14,56
3,38,27
4,56,111
5,32,56
6,56,56
7,319,31
8,36,56
9,111,56
10,40,56
11,56,27
12,70,56
13,27,56
14,111,56
15,111,56
16,56,111
17,70,27
18,70,56
19,319,31
20,56,111
21,38,56
22,111,56
23,56,27
24,57,56
25,38,56
26,70,27
27,70,56
28,38,56
29,319,31
30,40,56
31,57,56
32,57,56
33,27,56
34,40,56
35,57,56
36,111,56
37,14,56
38,319,31
39,38,27
40,36,56
41,70,27
42,36,56
43,40,27
44,36,56
45,36,56
46,32,56
47,111,56
48,27,56
49,70,27
50,111,56
51,57,56
52,32,27
53,12,82
