attribute,value
SensorMeasure2,"(-inf, 536.38>"
SensorMeasure2,"(536.38, 548.665>"
SensorMeasure2,"(548.665, 555.265>"
SensorMeasure2,"(555.265, 603.915>"
SensorMeasure2,"(603.915, 604.29>"
SensorMeasure2,"(604.29, inf)"
SensorMeasure3,"(-inf, 1340.755>"
SensorMeasure3,"(1340.755, 1356.685>"
SensorMeasure3,"(1356.685, 1479.62>"
SensorMeasure3,"(1479.62, 1480.31>"
SensorMeasure3,"(1480.31, 1488.27>"
SensorMeasure3,"(1488.27, 1574.12>"
SensorMeasure3,"(1574.12, inf)"
SensorMeasure8,"(-inf, 2211.815>"
SensorMeasure8,"(2211.815, 2324.02>"
SensorMeasure8,"(2324.02, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure17,"(-inf, 370.5>"
SensorMeasure17,"(370.5, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2387.325>"
SensorMeasure13,"(2387.325, 2387.995>"
SensorMeasure13,"(2387.995, 2388.035>"
SensorMeasure13,"(2388.035, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.085>"
SensorMeasure13,"(2388.085, inf)"
SensorMeasure20,"(-inf, 10.655000000000001>"
SensorMeasure20,"(10.655000000000001, 39.004999999999995>"
SensorMeasure20,"(39.004999999999995, inf)"
SensorMeasure14,"(-inf, 8082.344999999999>"
SensorMeasure14,"(8082.344999999999, 8082.885>"
SensorMeasure14,"(8082.885, inf)"
SensorMeasure21,"(-inf, 8.523150000000001>"
SensorMeasure21,"(8.523150000000001, 23.4889>"
SensorMeasure21,"(23.4889, inf)"
SensorMeasure12,"(-inf, 129.35>"
SensorMeasure12,"(129.35, inf)"
SensorMeasure11,"(-inf, 41.974999999999994>"
SensorMeasure11,"(41.974999999999994, 42.11>"
SensorMeasure11,"(42.11, 44.07>"
SensorMeasure11,"(44.07, 46.815>"
SensorMeasure11,"(46.815, inf)"
SensorMeasure4,"(-inf, 1035.09>"
SensorMeasure4,"(1035.09, 1036.0349999999999>"
SensorMeasure4,"(1036.0349999999999, 1124.845>"
SensorMeasure4,"(1124.845, 1240.9650000000001>"
SensorMeasure4,"(1240.9650000000001, inf)"
SensorMeasure9,"(-inf, 8341.57>"
SensorMeasure9,"(8341.57, inf)"
SensorMeasure15,"(-inf, 9.33315>"
SensorMeasure15,"(9.33315, 10.86685>"
SensorMeasure15,"(10.86685, inf)"
