time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.996139, 0.947368, 1.000000, 0.983051, 1.000000, 0.980769, 1.000000, 1.000000, 1.000000, 0.991597, 1.000000, 0.988095, 1.000000, 0.990826, 1.000000, 1.000000, 0.942857, 
6.0, 0.992278, 0.921053, 1.000000, 0.966102, 1.000000, 0.961538, 1.000000, 1.000000, 1.000000, 0.991597, 1.000000, 0.988095, 1.000000, 0.981651, 1.000000, 1.000000, 0.914286, 
7.0, 0.986486, 0.842105, 1.000000, 0.915254, 1.000000, 0.932692, 1.000000, 0.964912, 1.000000, 0.974790, 1.000000, 0.970238, 1.000000, 0.967890, 1.000000, 1.000000, 0.857143, 
8.0, 0.984556, 0.815789, 1.000000, 0.915254, 1.000000, 0.923077, 1.000000, 0.964912, 1.000000, 0.974790, 1.000000, 0.964286, 1.000000, 0.963303, 1.000000, 1.000000, 0.828571, 
10.0, 0.978764, 0.736842, 1.000000, 0.881356, 1.000000, 0.894231, 1.000000, 0.947368, 1.000000, 0.957983, 1.000000, 0.946429, 1.000000, 0.949541, 1.000000, 1.000000, 0.742857, 
11.0, 0.974903, 0.684211, 1.000000, 0.864407, 1.000000, 0.875000, 1.000000, 0.929825, 1.000000, 0.949580, 1.000000, 0.940476, 1.000000, 0.940367, 1.000000, 1.000000, 0.685714, 
12.0, 0.971042, 0.631579, 1.000000, 0.864407, 1.000000, 0.855769, 1.000000, 0.929825, 1.000000, 0.932773, 1.000000, 0.928571, 1.000000, 0.931193, 1.000000, 1.000000, 0.628571, 
14.0, 0.965251, 0.552632, 1.000000, 0.813559, 1.000000, 0.826923, 1.000000, 0.912281, 1.000000, 0.915966, 1.000000, 0.916667, 1.000000, 0.917431, 1.000000, 1.000000, 0.571429, 
15.0, 0.963320, 0.552632, 1.000000, 0.813559, 1.000000, 0.817308, 1.000000, 0.912281, 1.000000, 0.915966, 1.000000, 0.910714, 1.000000, 0.912844, 1.000000, 1.000000, 0.571429, 
18.0, 0.961390, 0.552632, 1.000000, 0.796610, 1.000000, 0.807692, 1.000000, 0.894737, 1.000000, 0.907563, 1.000000, 0.904762, 1.000000, 0.908257, 1.000000, 1.000000, 0.571429, 
19.0, 0.957529, 0.526316, 1.000000, 0.762712, 1.000000, 0.788462, 1.000000, 0.877193, 1.000000, 0.890756, 1.000000, 0.892857, 1.000000, 0.899083, 1.000000, 1.000000, 0.542857, 
20.0, 0.955598, 0.526316, 1.000000, 0.762712, 1.000000, 0.778846, 1.000000, 0.877193, 1.000000, 0.882353, 1.000000, 0.886905, 1.000000, 0.894495, 1.000000, 1.000000, 0.542857, 
21.0, 0.951737, 0.500000, 1.000000, 0.728814, 1.000000, 0.759615, 1.000000, 0.842105, 1.000000, 0.865546, 1.000000, 0.875000, 1.000000, 0.885321, 1.000000, 1.000000, 0.514286, 
22.0, 0.947876, 0.447368, 1.000000, 0.694915, 1.000000, 0.740385, 1.000000, 0.842105, 1.000000, 0.857143, 1.000000, 0.869048, 1.000000, 0.876147, 1.000000, 1.000000, 0.485714, 
