attribute,value
pressureInd,"(-inf, 70.02080819016535>"
pressureInd,"(70.02080819016535, 77.47648875058096>"
pressureInd,"(77.47648875058096, 77.56177179554115>"
pressureInd,"(77.56177179554115, 77.61371704947899>"
pressureInd,"(77.61371704947899, 78.84501820407965>"
pressureInd,"(78.84501820407965, 79.01429178878695>"
pressureInd,"(79.01429178878695, 79.23310275285745>"
pressureInd,"(79.23310275285745, 82.1759819148663>"
pressureInd,"(82.1759819148663, 82.22287087746301>"
pressureInd,"(82.22287087746301, 82.77010030428855>"
pressureInd,"(82.77010030428855, 83.3416926703847>"
pressureInd,"(83.3416926703847, 85.6571843398078>"
pressureInd,"(85.6571843398078, 93.68121600821044>"
pressureInd,"(93.68121600821044, 93.7015611424939>"
pressureInd,"(93.7015611424939, 93.73945057488149>"
pressureInd,"(93.73945057488149, 95.819708208992>"
pressureInd,"(95.819708208992, 96.1232700367672>"
pressureInd,"(96.1232700367672, 96.15669555812369>"
pressureInd,"(96.15669555812369, 96.19616923850475>"
pressureInd,"(96.19616923850475, 98.5794520045302>"
pressureInd,"(98.5794520045302, 98.6394389691155>"
pressureInd,"(98.6394389691155, 100.7730497699385>"
pressureInd,"(100.7730497699385, 101.093227697554>"
pressureInd,"(101.093227697554, 101.09647504555>"
pressureInd,"(101.09647504555, 102.5088002901275>"
pressureInd,"(102.5088002901275, 103.774948390073>"
pressureInd,"(103.774948390073, 103.88611743448149>"
pressureInd,"(103.88611743448149, 103.90062930648949>"
pressureInd,"(103.90062930648949, 103.905370346377>"
pressureInd,"(103.905370346377, 103.954077385114>"
pressureInd,"(103.954077385114, 107.87575748254051>"
pressureInd,"(107.87575748254051, 108.6283707844515>"
pressureInd,"(108.6283707844515, 118.4060059344915>"
pressureInd,"(118.4060059344915, 118.4156280007315>"
pressureInd,"(118.4156280007315, 118.8304836362985>"
pressureInd,"(118.8304836362985, 119.037036655212>"
pressureInd,"(119.037036655212, 119.46437193167401>"
pressureInd,"(119.46437193167401, 133.1585514127475>"
pressureInd,"(133.1585514127475, 133.4216377319775>"
pressureInd,"(133.4216377319775, 134.423633882962>"
pressureInd,"(134.423633882962, 142.2681063229995>"
pressureInd,"(142.2681063229995, 161.7115103210685>"
pressureInd,"(161.7115103210685, inf)"
temperatureInd,"(-inf, 45.45783315905889>"
temperatureInd,"(45.45783315905889, 49.984908096892696>"
temperatureInd,"(49.984908096892696, 50.0695487503632>"
temperatureInd,"(50.0695487503632, 52.3962362596771>"
temperatureInd,"(52.3962362596771, 52.8199068607465>"
temperatureInd,"(52.8199068607465, 54.1091983233989>"
temperatureInd,"(54.1091983233989, 56.045388562011055>"
temperatureInd,"(56.045388562011055, 62.1066804553667>"
temperatureInd,"(62.1066804553667, 62.40181982850285>"
temperatureInd,"(62.40181982850285, 70.32836645453236>"
