id,distance,n_actions
0,0.009653,1
1,0.075086,2
2,0.142857,1
3,0.142857,1
4,0.142857,1
5,0.142857,1
6,0.142857,1
7,0.142857,1
8,0.142857,1
9,0.068682,2
10,0.142857,1
11,0.142857,1
12,0.142857,1
13,0.142857,1
14,0.089123,2
15,0.142857,1
16,0.142857,1
17,0.142857,1
18,0.142857,1
19,0.085605,2
20,0.142857,1
21,0.142857,1
22,0.142857,1
23,0.142857,1
24,0.142857,1
25,0.142857,1
26,0.142857,1
27,0.142857,1
28,0.142857,1
29,0.142857,1
30,0.142857,1
31,0.093184,2
32,0.142857,1
33,0.142857,1
34,0.142857,1
35,0.142857,1
36,0.142857,1
37,0.142857,1
38,0.142857,1
39,0.013784,2
40,0.142857,1
41,0.142857,1
42,0.142857,1
43,0.142857,1
44,0.142857,1
45,0.018147,1
46,0.142857,1
47,0.036680,1
