attribute,value
cd4,"(-inf, 0.75>"
cd4,"(0.75, 2.5>"
cd4,"(2.5, 6.25>"
cd4,"(6.25, 7.25>"
cd4,"(7.25, 10.25>"
cd4,"(10.25, 11.75>"
cd4,"(11.75, 18.5>"
cd4,"(18.5, 18.75>"
cd4,"(18.75, 19.25>"
cd4,"(19.25, 57.25>"
cd4,"(57.25, 57.5>"
cd4,"(57.5, 57.75>"
cd4,"(57.75, 64.25>"
cd4,"(64.25, 64.75>"
cd4,"(64.75, 68.25>"
cd4,"(68.25, 72.25>"
cd4,"(72.25, 75.25>"
cd4,"(75.25, 78.75>"
cd4,"(78.75, 85.75>"
cd4,"(85.75, 337.5>"
cd4,"(337.5, 362.25>"
cd4,"(362.25, inf)"
tx,"(-inf, 0.5>"
tx,"(0.5, inf)"
priorzdv,"(-inf, 4.5>"
priorzdv,"(4.5, 5.5>"
priorzdv,"(5.5, 7.5>"
priorzdv,"(7.5, 9.5>"
priorzdv,"(9.5, 9.75>"
priorzdv,"(9.75, 11.5>"
priorzdv,"(11.5, 16.0>"
priorzdv,"(16.0, 21.0>"
priorzdv,"(21.0, 44.5>"
priorzdv,"(44.5, 45.0>"
priorzdv,"(45.0, 66.5>"
priorzdv,"(66.5, 68.0>"
priorzdv,"(68.0, 68.5>"
priorzdv,"(68.5, 73.0>"
priorzdv,"(73.0, 74.0>"
priorzdv,"(74.0, 74.5>"
priorzdv,"(74.5, 75.0>"
priorzdv,"(75.0, 77.5>"
priorzdv,"(77.5, 89.5>"
priorzdv,"(89.5, 206.0>"
priorzdv,"(206.0, inf)"
karnof,"(-inf, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
age,"(-inf, 15.5>"
age,"(15.5, 25.5>"
age,"(25.5, 26.5>"
age,"(26.5, 27.5>"
age,"(27.5, 28.0>"
age,"(28.0, 28.5>"
age,"(28.5, 29.5>"
age,"(29.5, 30.5>"
age,"(30.5, 41.5>"
age,"(41.5, 51.5>"
age,"(51.5, 53.5>"
age,"(53.5, 57.5>"
age,"(57.5, 59.5>"
age,"(59.5, 63.5>"
age,"(63.5, 64.0>"
age,"(64.0, 64.5>"
age,"(64.5, 66.0>"
age,"(66.0, 69.5>"
age,"(69.5, inf)"
ivdrug,"(-inf, 2.0>"
ivdrug,"(2.0, 2.5>"
ivdrug,"(2.5, inf)"
raceth,"(-inf, 4.5>"
raceth,"(4.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 2.5>"
txgrp,"(2.5, 3.0>"
txgrp,"(3.0, inf)"
