time, entire-set, r1_l, r1_r, r2_l, r2_r, 
33.0, 0.988889, 1.000000, 0.967742, 0.966667, 1.000000, 
36.0, 0.977778, 1.000000, 0.967742, 0.966667, 1.000000, 
38.0, 0.966667, 1.000000, 0.935484, 0.933333, 1.000000, 
45.0, 0.955556, 1.000000, 0.903226, 0.900000, 1.000000, 
47.0, 0.944444, 1.000000, 0.870968, 0.866667, 1.000000, 
48.0, 0.933333, 1.000000, 0.838710, 0.833333, 1.000000, 
49.0, 0.922222, 1.000000, 0.838710, 0.833333, 0.969697, 
53.0, 0.911111, 1.000000, 0.838710, 0.833333, 0.969697, 
54.0, 0.900000, 1.000000, 0.838710, 0.800000, 0.969697, 
55.0, 0.888889, 1.000000, 0.838710, 0.800000, 0.969697, 
67.0, 0.866667, 1.000000, 0.806452, 0.766667, 0.939394, 
70.0, 0.844444, 0.966667, 0.806452, 0.766667, 0.878788, 
71.0, 0.833333, 0.966667, 0.806452, 0.766667, 0.848485, 
72.0, 0.811111, 0.933333, 0.774194, 0.733333, 0.818182, 
73.0, 0.800000, 0.900000, 0.774194, 0.733333, 0.787879, 
75.0, 0.777778, 0.900000, 0.741935, 0.700000, 0.757576, 
77.0, 0.766667, 0.900000, 0.741935, 0.700000, 0.757576, 
82.0, 0.755556, 0.900000, 0.709677, 0.666667, 0.757576, 
87.0, 0.744444, 0.900000, 0.709677, 0.666667, 0.757576, 
88.0, 0.733333, 0.900000, 0.677419, 0.633333, 0.757576, 
93.0, 0.722222, 0.900000, 0.645161, 0.600000, 0.757576, 
96.0, 0.700000, 0.833333, 0.645161, 0.600000, 0.727273, 
97.0, 0.688889, 0.833333, 0.612903, 0.566667, 0.727273, 
100.0, 0.677778, 0.833333, 0.580645, 0.533333, 0.727273, 
109.0, 0.666667, 0.833333, 0.580645, 0.533333, 0.727273, 
111.0, 0.655556, 0.833333, 0.548387, 0.533333, 0.727273, 
112.0, 0.633333, 0.833333, 0.516129, 0.500000, 0.727273, 
120.0, 0.600000, 0.800000, 0.483871, 0.466667, 0.696970, 
122.0, 0.588889, 0.800000, 0.483871, 0.466667, 0.696970, 
124.0, 0.577778, 0.800000, 0.483871, 0.466667, 0.696970, 
125.0, 0.555556, 0.766667, 0.483871, 0.466667, 0.666667, 
129.0, 0.544444, 0.766667, 0.451613, 0.433333, 0.666667, 
130.0, 0.533333, 0.733333, 0.451613, 0.433333, 0.666667, 
132.0, 0.488889, 0.666667, 0.387097, 0.366667, 0.606061, 
133.0, 0.477778, 0.633333, 0.387097, 0.366667, 0.575758, 
134.0, 0.466667, 0.633333, 0.387097, 0.366667, 0.575758, 
135.0, 0.455556, 0.633333, 0.354839, 0.333333, 0.575758, 
136.0, 0.444444, 0.600000, 0.354839, 0.333333, 0.545455, 
139.0, 0.433333, 0.600000, 0.354839, 0.333333, 0.545455, 
142.0, 0.422222, 0.600000, 0.322581, 0.333333, 0.545455, 
143.0, 0.411111, 0.600000, 0.290323, 0.300000, 0.545455, 
144.0, 0.400000, 0.566667, 0.290323, 0.300000, 0.515152, 
145.0, 0.388889, 0.566667, 0.290323, 0.266667, 0.515152, 
146.0, 0.377778, 0.566667, 0.290323, 0.266667, 0.515152, 
147.0, 0.366667, 0.566667, 0.290323, 0.233333, 0.515152, 
149.0, 0.355556, 0.566667, 0.258065, 0.233333, 0.515152, 
151.0, 0.333333, 0.533333, 0.225806, 0.200000, 0.484848, 
154.0, 0.322222, 0.533333, 0.193548, 0.166667, 0.484848, 
155.0, 0.311111, 0.533333, 0.193548, 0.166667, 0.484848, 
157.0, 0.300000, 0.533333, 0.161290, 0.133333, 0.484848, 
158.0, 0.288889, 0.500000, 0.161290, 0.133333, 0.454545, 
159.0, 0.266667, 0.466667, 0.129032, 0.100000, 0.424242, 
161.0, 0.255556, 0.433333, 0.129032, 0.100000, 0.393939, 
163.0, 0.244444, 0.433333, 0.096774, 0.066667, 0.393939, 
164.0, 0.233333, 0.400000, 0.096774, 0.066667, 0.363636, 
165.0, 0.222222, 0.400000, 0.096774, 0.033333, 0.363636, 
167.0, 0.211111, 0.400000, 0.096774, 0.033333, 0.363636, 
170.0, 0.200000, 0.400000, 0.096774, 0.033333, 0.363636, 
171.0, 0.188889, 0.400000, 0.064516, 0.033333, 0.363636, 

