id,distance,n_actions
0,0.090909,1
1,0.008465,1
2,0.061651,2
3,0.090909,1
4,0.006270,1
5,0.090909,1
6,0.002435,1
7,0.003135,1
8,0.000000,0
9,0.090909,1
10,0.090909,1
11,0.000696,1
12,0.020292,1
13,0.048392,2
14,0.010726,1
15,0.090909,1
16,0.055381,2
17,0.016118,1
18,0.003479,1
19,0.029781,1
20,0.090909,1
21,0.004348,1
22,0.004580,1
23,0.001565,1
24,0.008581,1
25,0.004580,1
26,0.090909,1
27,0.015674,1
28,0.090909,1
29,0.090909,1
30,0.000000,0
31,0.090909,1
32,0.090909,1
33,0.003942,1
34,0.090909,1
35,0.008291,1
36,0.039707,2
37,0.090909,1
38,0.004870,1
39,0.042826,2
40,0.003247,1
41,0.090909,1
42,0.011769,1
43,0.014726,1
44,0.070010,2
45,0.009856,1
46,0.090909,1
47,0.007769,1
48,0.002319,1
49,0.090909,1
50,0.018089,1
51,0.001507,1
52,0.000754,1
53,0.004000,1
54,0.006270,1
55,0.090909,1
56,0.090909,1
57,0.004638,1
58,0.002319,1
59,0.090909,1
60,0.090909,1
61,0.003711,1
62,0.090909,1
63,0.019886,1
64,0.090909,1
65,0.001044,1
66,0.090909,1
67,0.011538,1
68,0.000232,1
69,0.003189,1
70,0.048160,2
71,0.090909,1
72,0.090909,1
73,0.015944,1
74,0.047544,2
75,0.036573,2
76,0.006030,1
77,0.014610,1
78,0.032120,1
79,0.077188,2
80,0.017045,1
81,0.048044,2
82,0.003479,1
83,0.090909,1
84,0.090909,1
85,0.090909,1
86,0.011712,1
87,0.090909,1
88,0.001855,1
89,0.090909,1
90,0.017741,1
91,0.017451,1
92,0.028213,1
93,0.007827,1
94,0.049436,2
95,0.042320,1
96,0.001333,1
97,0.000464,1
98,0.014107,1
99,0.012291,1
100,0.090909,1
101,0.044797,2
102,0.007479,1
103,0.039707,2
104,0.005508,1
105,0.058516,2
106,0.003479,1
107,0.001160,1
108,0.003942,1
109,0.003942,1
110,0.003305,1
111,0.049436,2
112,0.018147,1
113,0.068259,2
114,0.003135,1
