id,left,right
0,1004,32
1,105,21
2,145,21
3,1004,32
4,32,21
5,1004,32
6,49,21
7,4,21
8,21,21
9,1004,32
10,1004,32
11,69,21
12,471,21
13,14,20
14,471,20
15,1004,32
16,145,21
17,69,34
18,75,21
19,96,21
20,1004,32
21,84,20
22,471,20
23,34,20
24,105,21
25,84,20
26,1004,32
27,401,49
28,1004,32
29,1004,32
30,49,49
31,1004,32
32,1004,32
33,75,21
34,1004,32
35,471,20
36,175,21
37,1004,32
38,28,21
39,16,20
40,75,21
41,1004,32
42,471,20
43,49,34
44,81,21
45,84,21
46,1004,32
47,105,21
48,49,21
49,1004,32
50,34,21
51,69,21
52,2,20
53,84,20
54,87,49
55,1004,32
56,1004,32
57,28,21
58,49,21
59,1004,32
60,1004,32
61,75,21
62,1004,32
63,471,28
64,1004,32
65,69,21
66,1004,32
67,471,20
68,11,21
69,84,20
70,14,20
71,1004,32
72,32,1004
73,471,28
74,175,21
75,47,21
76,105,21
77,28,21
78,55,20
79,14,20
80,11,34
81,14,20
82,75,21
83,1004,32
84,1004,32
85,1004,32
86,84,21
87,1004,32
88,69,21
89,1004,32
90,34,21
91,471,20
92,96,21
93,471,20
94,233,20
95,41,49
96,28,20
97,11,21
98,401,49
99,84,21
100,1004,32
101,8,20
102,471,20
103,175,21
104,471,20
105,145,21
106,75,21
107,69,21
108,75,21
109,75,21
110,29,20
111,233,20
112,471,28
113,30,20
114,4,21
