rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 3, 3, 0, 8.3333, 9.4444, 0.0000, 0.0000, 44.0000, 72.0000, -28.0000
r2, 3, 3, 0, 12.1111, 14.2222, 0.0000, 0.0000, 45.0000, 66.0000, -21.0000
r3, 3, 3, 0, 16.5556, 14.2222, 0.0000, 0.0000, 53.0000, 66.0000, -13.0000
r4, 3, 3, 0, 26.1111, 15.7778, 0.0000, 0.0000, 54.0000, 66.0000, -12.0000
r5, 3, 3, 0, 26.7778, 16.1111, 0.0000, 0.0000, 55.0000, 66.0000, -11.0000
r6, 2, 2, 0, 32.8889, 21.4444, 0.0000, 0.0005, 55.0000, 65.0000, -10.0000
r7, 2, 2, 0, 36.2222, 17.7778, 0.0000, 0.0005, 56.0000, 65.0000, -9.0000
r8, 3, 3, 0, 13.3333, 4.3333, 0.0000, 0.0000, 71.0000, 44.0000, 27.0000
r9, 3, 3, 0, 16.1111, 4.3333, 0.0000, 0.0000, 66.0000, 44.0000, 22.0000
r10, 3, 3, 0, 33.3333, 17.1111, 0.0000, 0.0001, 56.0000, 66.0000, -10.0000
r11, 3, 3, 0, 41.0000, 18.2222, 0.0000, 0.0005, 57.0000, 65.0000, -8.0000
r12, 2, 2, 0, 20.4444, 4.7778, 0.0000, 0.0000, 65.0000, 48.0000, 17.0000
r13, 3, 3, 0, 22.8889, 4.3333, 0.0000, 0.0000, 65.0000, 44.0000, 21.0000
r14, 3, 3, 0, 25.4444, 4.4444, 0.0000, 0.0000, 65.0000, 44.0000, 21.0000
r15, 3, 3, 0, 21.2222, 6.2222, 0.0000, 0.0000, 65.0000, 46.0000, 19.0000
r16, 3, 3, 0, 19.1111, 5.5556, 0.0000, 0.0000, 65.0000, 48.0000, 17.0000
r17, 2, 2, 0, 36.0000, 33.8889, 0.0000, 0.0048, 65.0000, 56.0000, 9.0000
r18, 1, 1, 0, 42.1111, 39.2222, 0.0000, 0.0252, 63.0000, 57.0000, 6.0000
r19, 3, 3, 0, 28.4444, 4.2222, 0.0000, 0.0000, 65.0000, 49.0000, 16.0000
r20, 2, 2, 0, 37.0000, 17.3333, 0.0000, 0.0006, 57.0000, 65.0000, -8.0000
r21, 1, 1, 0, 49.6667, 36.5556, 0.0000, 0.0383, 58.0000, 65.0000, -7.0000
r22, 2, 2, 0, 45.2222, 33.8889, 0.0000, 0.0083, 63.0000, 56.0000, 7.0000
