id,distance,n_actions
0,0.096662,1
1,0.055627,1
2,0.057750,1
3,0.012267,1
4,0.134898,1
5,0.025897,1
6,0.021456,1
7,0.005287,1
8,0.100480,1
9,0.022754,1
10,0.010572,1
11,0.080478,1
12,0.043305,1
13,0.092814,1
14,0.048575,1
15,0.042649,1
16,0.156960,1
17,0.069480,1
18,0.031422,1
19,0.029997,1
20,0.023292,1
21,0.089111,1
22,0.050613,1
23,0.082063,1
24,0.072298,1
25,0.087226,1
26,0.030363,1
27,0.010527,1
28,0.066781,1
29,0.110709,1
30,0.102413,1
31,0.055478,1
32,0.136981,1
33,0.031688,1
34,0.004886,1
35,0.041051,1
36,0.060613,1
37,0.135768,1
38,0.047516,1
39,0.002437,1
40,0.147334,1
41,0.021310,1
42,0.054332,1
43,0.023634,1
44,0.032794,1
45,0.137062,1
46,0.146914,1
47,0.010715,1
48,0.169820,1
49,0.079943,1
50,0.051180,1
51,0.002406,1
52,0.009780,1
53,0.122334,1
54,0.066104,1
55,0.080909,1
56,0.075950,1
57,0.096787,1
58,0.002817,1
59,0.134541,1
60,0.079947,1
61,0.016558,1
62,0.075906,1
63,0.022263,1
64,0.051242,1
65,0.007566,1
66,0.034286,1
67,0.004962,1
68,0.038010,1
69,0.088247,1
70,0.099729,1
71,0.050512,1
72,0.107101,1
73,0.054875,1
74,0.062629,1
75,0.025473,1
76,0.080151,1
77,0.018289,1
78,0.090676,1
79,0.168976,1
80,0.097244,1
81,0.030772,1
82,0.008988,1
83,0.041478,1
84,0.004416,1
85,0.006514,1
86,0.145191,1
87,0.017479,1
88,0.162615,1
89,0.121130,1
90,0.091481,1
91,0.153439,1
92,0.088666,1
93,0.072211,1
94,0.028276,1
95,0.080678,1
96,0.042441,1
97,0.125288,1
98,0.035362,1
99,0.107104,1
