id,left,right
0,148,20
1,25,20
2,12,20
3,31,20
4,154,20
5,258,21
6,74,20
7,31,20
8,148,20
9,74,20
10,31,20
11,148,20
12,51,20
13,148,20
14,45,20
15,51,20
16,17,20
17,62,20
18,64,20
19,64,20
20,111,21
21,28,21
22,140,21
23,148,20
24,35,20
25,148,20
26,64,20
27,111,21
28,30,21
29,154,20
30,22,21
31,25,20
32,154,20
33,64,20
34,51,20
35,51,20
36,14,20
37,154,20
38,45,20
39,20,20
40,154,20
41,258,21
42,25,20
43,74,20
44,64,20
45,154,20
46,154,20
47,258,21
48,17,20
49,148,20
50,45,20
51,20,20
52,31,20
53,154,20
54,29,21
55,148,20
56,148,20
57,148,20
58,20,20
59,154,20
60,148,20
61,74,20
62,148,20
63,74,20
64,45,20
65,111,21
66,64,20
67,51,20
68,51,20
69,148,20
70,148,20
71,45,20
72,154,20
73,140,21
74,62,20
75,74,20
76,148,20
77,74,20
78,148,20
79,17,20
80,148,20
81,64,20
82,31,20
83,35,21
84,51,20
85,111,21
86,154,20
87,111,21
88,17,20
89,154,20
90,148,20
91,17,20
92,148,20
93,35,20
94,64,20
95,148,20
96,51,20
97,154,20
98,258,21
99,154,20
