id,p
0,0.003655
1,0.000946
2,0.001892
3,0.002736
4,0.000096
5,0.000041
6,0.004180
7,0.000213
8,0.000457
9,0.002736
10,0.003655
11,0.000213
12,0.278803
13,0.003655
14,0.003655
15,0.000763
16,0.000284
17,0.007475
18,0.000946
19,0.002736
20,0.003655
21,0.001892
22,0.003655
23,0.003655
24,0.131659
25,0.003655
26,0.001467
27,0.000946
28,0.000946
29,0.003655
30,0.003655
31,0.003655
32,0.000041
33,0.000041
34,0.001892
35,0.002268
36,0.000213
37,0.003655
38,0.003655
39,0.001892
40,0.000946
41,0.000213
42,0.003655
43,0.000946
44,0.000213
45,0.000457
46,0.003655
47,0.000013
48,0.000213
49,0.003655
50,0.000457
51,0.000457
52,0.000457
53,0.003655
54,0.003655
55,0.000457
56,0.003655
57,0.021477
58,0.001892
59,0.001892
60,0.000030
61,0.003655
62,0.000457
63,0.000457
64,0.001892
65,0.003655
66,0.003655
67,0.003655
68,0.000763
69,0.001892
70,0.000763
71,0.003655
72,0.003655
73,0.002736
74,0.389089
75,0.000457
76,0.000001
77,0.000457
78,0.003655
79,0.000457
80,0.014404
81,0.000457
82,0.014901
83,0.003655
84,0.003655
85,0.000096
86,0.000301
87,0.000457
88,0.002736
89,0.003655
90,0.000946
91,0.000763
92,0.003655
93,0.000457
94,0.000213
95,0.000096
96,0.000457
97,0.001193
98,0.003655
99,0.000763
