id,left,right
0,185,30
1,18,30
2,26,30
3,24,22
4,22,30
5,185,30
6,64,24
7,22,30
8,185,30
9,66,22
10,30,30
11,65,30
12,6,58
13,13,30
14,185,30
15,19,22
16,9,30
17,64,24
18,8,30
19,185,22
20,19,30
21,18,30
22,11,30
23,185,30
24,1,24
25,49,30
26,5,22
27,185,30
28,49,30
29,66,30
30,24,30
31,12,30
32,185,30
33,185,30
34,30,30
35,65,24
36,65,30
37,3,30
38,185,30
39,18,30
40,11,30
41,185,30
42,49,30
43,65,30
44,24,30
45,11,30
46,13,30
47,64,24
48,49,30
49,26,30
50,185,30
51,1,30
52,44,30
53,26,30
54,13,30
55,13,30
56,18,30
57,18,30
58,30,30
59,185,30
60,95,24
61,49,30
62,185,30
63,30,30
64,5,30
65,185,30
66,66,30
67,5,30
68,44,22
69,1,30
70,185,22
71,49,30
72,26,30
73,185,22
74,6,32
75,19,30
76,16,32
77,185,30
78,19,30
79,49,30
80,9,30
81,11,30
82,18,22
83,19,30
84,22,30
85,30,30
86,24,24
87,26,30
88,65,22
89,11,30
90,185,30
91,66,22
92,91,30
93,185,30
94,22,30
95,185,30
96,18,30
97,95,24
98,185,30
99,30,22
