id,p
0,0.000637
1,0.000253
2,0.000857
3,0.000000
4,0.002017
5,1.000000
6,0.000096
7,0.005836
8,0.009601
9,0.000857
10,0.005836
11,0.000000
12,0.000253
13,0.000253
14,0.000012
15,0.002017
16,0.009601
17,0.009601
18,0.007506
19,0.024296
20,0.004512
21,0.000857
22,0.000003
23,0.000184
24,0.000000
25,0.000184
26,0.000184
27,0.000000
28,0.004512
29,0.000049
30,0.000346
31,0.045980
32,0.000000
33,0.000034
34,0.000000
35,0.001525
36,0.004512
37,0.000000
38,0.004512
39,0.000637
40,0.000000
41,0.004512
42,0.000471
43,0.000004
44,0.000000
45,0.009601
46,0.000471
47,0.000184
48,0.000012
49,0.000000
