attribute,value
SensorMeasure2,"(-inf, 549.435>"
SensorMeasure2,"(549.435, 603.935>"
SensorMeasure2,"(603.935, 604.52>"
SensorMeasure2,"(604.52, inf)"
SensorMeasure3,"(-inf, 1347.63>"
SensorMeasure3,"(1347.63, 1364.1100000000001>"
SensorMeasure3,"(1364.1100000000001, 1477.9899999999998>"
SensorMeasure3,"(1477.9899999999998, 1496.675>"
SensorMeasure3,"(1496.675, 1597.1799999999998>"
SensorMeasure3,"(1597.1799999999998, inf)"
SensorMeasure13,"(-inf, 2387.285>"
SensorMeasure13,"(2387.285, 2387.995>"
SensorMeasure13,"(2387.995, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.0950000000003>"
SensorMeasure13,"(2388.0950000000003, inf)"
SensorMeasure8,"(-inf, 2318.875>"
SensorMeasure8,"(2318.875, 2323.855>"
SensorMeasure8,"(2323.855, inf)"
SensorMeasure9,"(-inf, 8163.58>"
SensorMeasure9,"(8163.58, 8348.27>"
SensorMeasure9,"(8348.27, 9056.695>"
SensorMeasure9,"(9056.695, 9058.31>"
SensorMeasure9,"(9058.31, inf)"
SensorMeasure17,"(-inf, 367.5>"
SensorMeasure17,"(367.5, 393.5>"
SensorMeasure17,"(393.5, inf)"
OpSet2,"(-inf, 5e-05>"
OpSet2,"(5e-05, 0.84135>"
OpSet2,"(0.84135, inf)"
SensorMeasure21,"(-inf, 23.49055>"
SensorMeasure21,"(23.49055, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure7,"(-inf, 137.60500000000002>"
SensorMeasure7,"(137.60500000000002, 175.10500000000002>"
SensorMeasure7,"(175.10500000000002, 336.645>"
SensorMeasure7,"(336.645, 395.28>"
SensorMeasure7,"(395.28, inf)"
SensorMeasure11,"(-inf, 42.0>"
SensorMeasure11,"(42.0, 44.295>"
SensorMeasure11,"(44.295, inf)"
SensorMeasure15,"(-inf, 9.28715>"
SensorMeasure15,"(9.28715, 10.89185>"
SensorMeasure15,"(10.89185, inf)"
