id,p
0,0.000096
1,0.000457
2,0.000457
3,0.146863
4,0.000096
5,0.000048
6,0.000096
7,0.000096
8,0.000000
9,0.000850
10,0.002994
11,0.146863
12,0.000007
13,0.026258
14,0.012310
15,0.005377
16,0.000000
17,0.000457
18,0.000850
19,0.000213
20,0.002994
21,0.006823
22,0.000096
23,0.000457
24,0.146863
25,0.000457
26,0.000096
27,0.000003
28,0.042103
29,0.000096
30,0.000096
31,0.000434
32,0.001619
33,0.210674
34,0.000434
35,0.000048
36,0.000001
37,0.001892
38,0.001619
39,0.000007
40,0.000096
41,0.001892
42,0.000000
43,0.000000
44,0.000096
45,0.000096
46,0.026258
47,0.000000
48,0.000457
49,0.000001
50,0.000000
51,0.000000
52,0.009386
53,0.099564
54,0.065651
55,0.000096
56,0.000946
57,0.005377
58,0.000096
59,0.001619
60,0.000007
61,0.000041
62,0.003655
63,0.042103
64,0.005377
65,0.000213
66,0.000001
67,0.000096
68,0.000096
69,0.000048
70,0.000007
71,0.001619
72,0.065651
73,0.000000
74,0.000096
75,0.001892
76,0.000017
77,0.000048
78,0.000000
79,0.000096
80,0.000041
81,0.000000
82,0.005377
83,0.000007
84,0.026258
85,0.003655
86,0.015922
87,0.000850
88,0.000457
89,0.000096
90,0.001619
91,0.000096
92,0.000096
93,0.000000
94,0.065651
95,0.026258
96,0.000007
97,0.146863
98,0.099564
99,0.003655
