attribute,value
PLTrecovery,"(-inf, 13.5>"
PLTrecovery,"(13.5, 18.0>"
PLTrecovery,"(18.0, 26.5>"
PLTrecovery,"(26.5, 500123.5>"
PLTrecovery,"(500123.5, 500142.5>"
PLTrecovery,"(500142.5, inf)"
Recipientage,"(-inf, 2.0>"
Recipientage,"(2.0, 2.25>"
Recipientage,"(2.25, 14.05>"
Recipientage,"(14.05, 18.950000000000003>"
Recipientage,"(18.950000000000003, 20.15>"
Recipientage,"(20.15, inf)"
CD34kgx10d6,"(-inf, 1.54>"
CD34kgx10d6,"(1.54, 7.15>"
CD34kgx10d6,"(7.15, 11.684999999999999>"
CD34kgx10d6,"(11.684999999999999, 11.885>"
CD34kgx10d6,"(11.885, 41.515>"
CD34kgx10d6,"(41.515, inf)"
CD3dCD34,"(-inf, 0.8855375000000001>"
CD3dCD34,"(0.8855375000000001, 5.403679500000001>"
CD3dCD34,"(5.403679500000001, inf)"
Donorage,"(-inf, 19.5547945>"
Donorage,"(19.5547945, 20.538356>"
Donorage,"(20.538356, 46.828767>"
Donorage,"(46.828767, inf)"
Rbodymass,"(-inf, 31.5>"
Rbodymass,"(31.5, 36.5>"
Rbodymass,"(36.5, 54.3>"
Rbodymass,"(54.3, inf)"
extcGvHD,{1}
