id,left,right
0,33,33
1,134,27
2,61,27
3,291,33
4,80,27
5,0,33
6,12,27
7,291,33
8,80,27
9,291,33
10,291,33
11,9,24
12,19,33
13,24,33
14,24,33
15,134,27
16,80,27
17,291,33
18,84,27
19,61,27
20,134,27
21,3,36
22,36,27
23,291,33
24,67,24
25,291,33
26,61,27
27,84,27
28,4,21
29,84,36
30,4,33
31,291,33
32,393,25
33,36,27
34,291,33
35,80,27
36,291,33
37,134,27
38,2,33
39,291,33
40,134,27
41,51,33
42,291,33
43,80,27
44,20,24
45,134,27
46,80,27
47,80,27
48,19,33
49,61,27
50,61,27
51,134,27
52,80,27
53,4,21
54,6,33
55,134,27
56,45,33
57,51,33
58,21,21
59,134,27
60,68,24
61,134,27
62,5,33
63,45,33
64,0,33
65,134,27
66,19,33
67,80,27
