id,left,right
0,112,51
1,21,48
2,2,48
3,1011,25
4,1011,25
5,0,48
6,33,20
7,111,51
8,205,20
9,1011,25
10,111,20
11,112,51
12,1011,25
13,1011,25
14,1011,25
15,0,22
16,112,20
17,111,20
18,437,22
19,1011,25
20,1011,25
21,112,51
22,1011,25
23,1011,25
24,76,20
25,437,22
26,4,48
27,10,48
28,1011,25
29,205,51
30,76,20
31,1011,25
32,176,20
33,1011,25
34,1011,25
35,76,20
36,7,48
37,1011,25
38,1011,25
39,281,20
40,205,51
41,1011,25
42,30,20
43,24,20
44,176,20
45,1011,25
46,112,20
47,281,20
48,1011,25
49,1011,25
50,1011,25
51,1011,25
52,1011,25
53,281,20
54,0,48
55,111,20
56,4,48
57,32,20
58,76,20
59,21,48
60,437,22
61,1011,25
62,1011,25
63,1011,25
64,1011,25
65,205,51
66,1011,25
67,1011,25
68,30,20
69,176,20
70,1011,25
71,1011,25
72,281,20
73,1011,25
74,32,20
75,76,20
76,12,22
77,30,20
78,281,20
79,281,20
80,34,48
81,1011,25
82,176,20
83,41,22
84,1011,25
85,1011,25
86,460,20
87,26,20
88,9,48
89,20,20
90,1011,25
91,1011,25
92,1011,25
93,1011,25
94,281,20
95,24,20
96,1011,25
97,281,20
98,1011,25
99,1011,25
100,26,20
101,354,20
102,26,20
103,30,20
104,281,20
105,176,20
106,1011,25
107,281,51
108,35,51
109,21,48
110,281,20
111,32,20
112,26,20
113,176,20
114,13,20
