id,p
0,0.024495
1,0.668365
2,0.000257
3,0.668365
4,0.000001
5,0.668365
6,0.035362
7,0.070236
8,0.024495
9,0.199870
10,0.151285
11,0.668365
12,0.668365
13,0.035362
14,0.668365
15,0.000000
16,0.000000
17,0.668365
18,1.000000
19,0.000002
20,0.331695
21,0.151285
22,0.151285
23,0.000000
24,0.668365
25,0.096629
26,0.096629
27,0.668365
28,0.024495
29,0.668365
30,0.668365
31,0.000000
32,0.668365
33,0.668365
34,0.199870
35,0.174246
36,0.024495
37,0.000000
38,0.000008
39,0.668365
40,0.000564
41,0.035362
42,0.331695
43,0.005970
44,0.151285
45,0.151285
46,0.004801
47,0.000000
48,0.035362
49,0.668365
50,0.668365
51,0.668365
52,0.668365
53,0.000000
54,0.000436
55,0.151285
56,0.096629
57,0.000335
58,0.668365
59,0.000000
60,0.000000
61,0.668365
62,0.004801
63,0.035362
64,0.070236
65,0.005970
66,0.005970
67,0.000000
68,0.331695
69,0.668365
70,0.151285
71,0.096629
72,0.096629
73,0.668365
74,0.000000
75,0.000727
76,0.004801
77,0.151285
78,0.668365
79,0.331695
80,0.331695
81,0.668365
82,0.096629
83,0.000000
84,0.035362
85,0.009117
86,0.000000
87,0.331695
