id,left,right
0,107,22
1,2,22
2,25,22
3,14,22
4,13,24
5,1,22
6,149,22
7,9,26
8,7,22
9,149,22
10,85,26
11,0,22
12,55,24
13,3,22
14,171,26
15,107,22
16,149,22
17,32,22
18,15,24
19,122,22
20,20,41
21,122,22
22,5,22
23,25,22
24,20,22
25,3,24
26,22,41
27,12,22
28,0,22
29,27,24
30,20,22
31,12,22
32,3,24
33,149,22
34,12,22
35,20,22
36,122,22
37,122,22
38,107,22
39,171,26
40,21,41
41,32,22
42,163,23
43,20,41
44,55,24
45,22,22
46,12,22
47,11,20
48,171,26
49,7,22
50,149,22
51,171,26
52,10,41
53,149,22
54,171,26
55,10,24
56,3,22
