id,left,right
0,83,33
1,64,88
2,167,88
3,16,33
4,48,22
5,64,88
6,15,88
7,40,22
8,34,88
9,15,34
10,229,22
11,64,88
12,167,88
13,16,33
14,26,33
15,88,34
16,88,34
17,83,33
18,229,22
19,160,33
20,40,108
21,48,22
22,25,28
23,31,29
24,83,33
25,167,88
26,83,33
27,229,22
28,88,34
29,8,33
30,160,33
31,64,88
32,28,47
33,160,33
34,229,108
35,98,47
36,16,33
37,8,33
38,18,33
39,167,34
40,48,108
41,64,88
42,16,33
43,229,108
44,160,33
45,48,108
46,29,108
47,83,33
48,35,22
49,28,88
50,35,29
51,35,29
52,40,108
53,31,48
54,229,108
55,48,22
56,229,108
57,88,34
58,91,22
59,28,34
60,15,34
61,88,34
62,26,33
63,30,108
64,29,22
65,17,88
66,229,22
67,167,88
68,98,47
69,167,34
70,37,47
71,167,34
72,88,34
73,28,88
74,16,33
75,30,88
76,25,22
77,88,34
78,167,88
79,108,30
80,18,33
81,167,88
82,30,108
83,25,22
84,40,22
85,91,22
86,167,88
