attribute,value
pnodes,"(-inf, 1.5>"
pnodes,"(1.5, 2.5>"
pnodes,"(2.5, 3.5>"
pnodes,"(3.5, 5.5>"
pnodes,"(5.5, 9.5>"
pnodes,"(9.5, 43.0>"
pnodes,"(43.0, inf)"
progrec,"(-inf, 0.5>"
progrec,"(0.5, 9.5>"
progrec,"(9.5, 15.0>"
progrec,"(15.0, 20.5>"
progrec,"(20.5, 21.5>"
progrec,"(21.5, 24.5>"
progrec,"(24.5, 41.5>"
progrec,"(41.5, 43.0>"
progrec,"(43.0, 43.5>"
progrec,"(43.5, 132.5>"
progrec,"(132.5, 252.0>"
progrec,"(252.0, 827.0>"
progrec,"(827.0, inf)"
tsize,"(-inf, 19.5>"
tsize,"(19.5, 20.5>"
tsize,"(20.5, 32.5>"
tsize,"(32.5, 47.0>"
tsize,"(47.0, inf)"
age,"(-inf, 29.0>"
age,"(29.0, 31.5>"
age,"(31.5, 32.5>"
age,"(32.5, 33.5>"
age,"(33.5, 34.5>"
age,"(34.5, 37.5>"
age,"(37.5, 40.0>"
age,"(40.0, 40.5>"
age,"(40.5, 41.5>"
age,"(41.5, 42.5>"
age,"(42.5, 59.5>"
age,"(59.5, 62.5>"
age,"(62.5, 72.5>"
age,"(72.5, 74.5>"
age,"(74.5, inf)"
estrec,"(-inf, 4.5>"
estrec,"(4.5, 5.5>"
estrec,"(5.5, 69.0>"
estrec,"(69.0, 70.0>"
estrec,"(70.0, 73.0>"
estrec,"(73.0, 75.5>"
estrec,"(75.5, 76.0>"
estrec,"(76.0, 80.0>"
estrec,"(80.0, 639.5>"
estrec,"(639.5, 664.5>"
estrec,"(664.5, 926.0>"
estrec,"(926.0, inf)"
