id,p
0,0.000000
1,0.000000
2,0.000000
3,0.172568
4,0.000000
5,0.000020
6,0.000000
7,0.000243
8,0.000001
9,0.000001
10,0.000000
11,0.000000
12,0.000000
13,0.000001
14,0.000001
15,0.000000
16,0.000000
17,0.000243
18,0.000000
19,0.000001
20,0.000001
21,0.000001
22,0.000001
23,0.000000
24,0.000000
25,0.000000
26,0.000002
27,0.000000
28,0.006538
29,0.000001
30,0.000001
31,0.000000
32,0.172568
33,0.000243
34,0.000002
35,0.000001
36,0.000000
37,0.000001
38,0.000002
39,0.000000
40,0.172568
41,0.000001
42,0.000000
43,0.000001
44,0.000000
45,0.000001
46,0.000000
47,0.000000
48,0.000001
49,0.000001
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.071230
55,0.000000
56,0.000000
57,0.083343
58,0.000001
59,0.000004
60,0.000000
61,0.000000
62,0.000000
63,0.000002
64,0.000109
65,0.000000
66,0.000000
67,0.000001
