id,left,right
0,75,20
1,8,29
2,19,29
3,21,29
4,8,29
5,212,20
6,116,21
7,19,29
8,78,20
9,79,22
10,0,29
11,63,29
12,68,29
13,6,29
14,40,29
15,41,20
16,19,29
17,2,29
18,256,20
19,68,29
20,29,29
21,4,21
22,78,20
23,40,29
24,212,20
25,19,29
26,2,24
27,68,29
28,68,29
29,68,29
30,7,29
31,208,22
32,46,24
33,318,20
34,437,22
35,43,22
36,21,29
37,117,20
38,40,29
39,283,20
40,11,22
41,10,20
42,318,20
43,68,29
44,211,20
45,51,21
46,76,29
47,3,24
48,212,20
49,24,29
50,375,20
51,49,29
52,27,29
53,75,20
54,1,24
55,337,22
56,57,20
57,132,22
58,211,20
59,318,20
60,76,29
61,24,29
62,130,21
63,318,20
64,437,22
65,79,22
66,68,29
67,40,29
68,2,29
69,27,29
70,116,21
71,68,29
72,19,29
73,9,29
74,12,20
75,7,29
76,49,29
77,4,29
78,8,29
79,33,29
80,19,29
81,116,21
82,12,29
83,68,29
84,78,20
85,4,29
86,6,29
