id,distance,n_actions
0,0.054113,2
1,0.080087,3
2,0.067441,3
3,0.058783,3
4,0.080087,3
5,0.005013,1
6,0.036797,2
7,0.067441,3
8,0.052632,2
9,0.054113,2
10,0.119389,4
11,0.080087,3
12,0.056277,2
13,0.045455,2
14,0.069264,2
15,0.031328,2
16,0.067441,3
17,0.054454,3
18,0.028822,2
19,0.056277,2
20,0.004329,1
21,0.080087,3
22,0.052632,2
23,0.069264,2
24,0.005013,1
25,0.067441,3
26,0.014100,2
27,0.056277,2
28,0.056277,2
29,0.056277,2
30,0.065619,3
31,0.095238,2
32,0.031169,2
33,0.047619,1
34,0.047619,1
35,0.069264,2
36,0.058783,3
37,0.036797,2
38,0.069264,2
39,0.071429,2
40,0.023810,1
41,0.002506,1
42,0.047619,1
43,0.056277,2
44,0.095238,2
45,0.012987,1
46,0.060606,2
47,0.123686,4
48,0.005013,1
49,0.056277,2
50,0.095238,2
51,0.084416,3
52,0.008658,1
53,0.041126,2
54,0.080767,3
55,0.047619,1
56,0.002506,1
57,0.060606,2
58,0.095238,2
59,0.047619,1
60,0.060606,2
61,0.047619,1
62,0.060606,2
63,0.047619,1
64,0.047619,1
65,0.041126,2
66,0.056277,2
67,0.073593,2
68,0.093074,3
69,0.008658,1
70,0.036797,2
71,0.056277,2
72,0.067441,3
73,0.058783,3
74,0.080087,3
75,0.065619,3
76,0.084416,3
77,0.074277,3
78,0.080087,3
79,0.032468,2
80,0.063112,3
81,0.036797,2
82,0.101732,3
83,0.056277,2
84,0.052632,2
85,0.108225,3
86,0.082593,4
