time, entire-set, r1_l, r1_r, r2_l, r2_r, 
37.0, 0.988889, 1.000000, 1.000000, 0.970588, 1.000000, 
40.0, 0.977778, 1.000000, 1.000000, 0.941176, 1.000000, 
46.0, 0.966667, 1.000000, 0.975610, 0.911765, 1.000000, 
49.0, 0.955556, 1.000000, 0.951220, 0.882353, 1.000000, 
55.0, 0.933333, 1.000000, 0.902439, 0.823529, 1.000000, 
64.0, 0.922222, 1.000000, 0.878049, 0.794118, 1.000000, 
67.0, 0.900000, 1.000000, 0.853659, 0.764706, 0.968750, 
69.0, 0.888889, 1.000000, 0.829268, 0.764706, 0.968750, 
75.0, 0.877778, 1.000000, 0.829268, 0.764706, 0.968750, 
77.0, 0.866667, 0.966667, 0.829268, 0.764706, 0.968750, 
78.0, 0.855556, 0.966667, 0.829268, 0.764706, 0.968750, 
83.0, 0.844444, 0.966667, 0.804878, 0.735294, 0.968750, 
84.0, 0.833333, 0.966667, 0.804878, 0.705882, 0.968750, 
86.0, 0.822222, 0.966667, 0.780488, 0.676471, 0.968750, 
87.0, 0.811111, 0.966667, 0.756098, 0.676471, 0.937500, 
88.0, 0.800000, 0.966667, 0.731707, 0.647059, 0.937500, 
89.0, 0.788889, 0.933333, 0.731707, 0.647059, 0.906250, 
94.0, 0.777778, 0.933333, 0.707317, 0.617647, 0.906250, 
100.0, 0.766667, 0.933333, 0.707317, 0.617647, 0.906250, 
102.0, 0.755556, 0.933333, 0.682927, 0.588235, 0.906250, 
103.0, 0.744444, 0.933333, 0.682927, 0.558824, 0.906250, 
104.0, 0.722222, 0.933333, 0.634146, 0.529412, 0.875000, 
107.0, 0.711111, 0.933333, 0.609756, 0.500000, 0.875000, 
108.0, 0.700000, 0.933333, 0.585366, 0.500000, 0.843750, 
111.0, 0.677778, 0.933333, 0.560976, 0.470588, 0.812500, 
114.0, 0.666667, 0.933333, 0.536585, 0.470588, 0.812500, 
117.0, 0.644444, 0.900000, 0.512195, 0.441176, 0.812500, 
118.0, 0.633333, 0.900000, 0.487805, 0.411765, 0.812500, 
119.0, 0.622222, 0.900000, 0.463415, 0.382353, 0.812500, 
121.0, 0.611111, 0.900000, 0.439024, 0.352941, 0.812500, 
123.0, 0.600000, 0.900000, 0.414634, 0.323529, 0.812500, 
125.0, 0.588889, 0.900000, 0.414634, 0.323529, 0.812500, 
130.0, 0.577778, 0.900000, 0.390244, 0.323529, 0.781250, 
132.0, 0.555556, 0.866667, 0.365854, 0.294118, 0.750000, 
136.0, 0.544444, 0.866667, 0.365854, 0.294118, 0.718750, 
137.0, 0.533333, 0.833333, 0.365854, 0.294118, 0.718750, 
143.0, 0.522222, 0.800000, 0.365854, 0.294118, 0.687500, 
145.0, 0.500000, 0.800000, 0.317073, 0.264706, 0.687500, 
146.0, 0.488889, 0.800000, 0.292683, 0.235294, 0.687500, 
148.0, 0.477778, 0.800000, 0.292683, 0.235294, 0.687500, 
151.0, 0.466667, 0.800000, 0.292683, 0.235294, 0.687500, 
154.0, 0.455556, 0.800000, 0.292683, 0.235294, 0.656250, 
157.0, 0.433333, 0.800000, 0.243902, 0.205882, 0.656250, 
161.0, 0.422222, 0.800000, 0.219512, 0.176471, 0.656250, 
167.0, 0.411111, 0.800000, 0.195122, 0.147059, 0.656250, 
168.0, 0.388889, 0.800000, 0.170732, 0.088235, 0.656250, 
169.0, 0.377778, 0.800000, 0.146341, 0.088235, 0.656250, 
173.0, 0.366667, 0.800000, 0.121951, 0.058824, 0.656250, 
178.0, 0.355556, 0.800000, 0.097561, 0.029412, 0.656250, 
179.0, 0.322222, 0.766667, 0.073171, 0.029412, 0.562500, 
181.0, 0.311111, 0.766667, 0.048780, 0.000000, 0.562500, 
185.0, 0.300000, 0.733333, 0.048780, 0.000000, 0.562500, 
187.0, 0.288889, 0.700000, 0.048780, 0.000000, 0.562500, 
190.0, 0.277778, 0.666667, 0.048780, 0.000000, 0.531250, 
191.0, 0.266667, 0.666667, 0.024390, 0.000000, 0.531250, 
193.0, 0.255556, 0.633333, 0.024390, 0.000000, 0.500000, 
205.0, 0.244444, 0.633333, 0.024390, 0.000000, 0.468750, 
206.0, 0.233333, 0.600000, 0.024390, 0.000000, 0.437500, 
212.0, 0.222222, 0.566667, 0.024390, 0.000000, 0.406250, 
217.0, 0.211111, 0.566667, 0.000000, 0.000000, 0.375000, 
229.0, 0.200000, 0.533333, 0.000000, 0.000000, 0.343750, 

