id,left,right
0,51,20
1,78,20
2,81,22
3,83,22
4,83,22
5,138,20
6,304,36
7,364,70
8,78,34
9,30,34
10,80,34
11,30,34
12,83,22
13,80,34
14,81,36
15,304,70
16,19,21
17,364,70
18,19,36
19,22,21
20,43,34
21,304,22
22,364,22
23,304,22
24,78,34
25,304,22
26,80,34
27,32,22
28,364,22
29,32,22
30,83,70
31,138,20
32,513,523
33,304,70
34,364,22
35,304,36
36,51,34
37,19,34
38,364,22
39,78,34
40,80,34
41,78,20
42,364,22
43,83,22
44,78,34
45,364,22
46,36,70
47,364,70
48,22,22
49,364,22
50,30,20
51,342,20
52,20,34
53,63,21
54,76,20
55,19,20
56,25,21
57,138,20
58,364,22
59,32,70
60,81,22
61,13,21
62,70,70
63,51,20
64,304,22
65,29,21
66,43,20
67,304,22
68,51,34
69,36,22
70,76,34
71,11,20
72,57,21
73,83,22
74,76,34
75,364,70
76,138,20
77,63,21
78,364,22
79,304,70
80,364,70
81,34,34
82,81,70
83,304,70
84,30,20
85,83,22
86,51,20
87,304,22
88,304,22
89,76,20
90,30,34
91,43,20
92,304,22
93,83,22
94,19,22
95,364,22
96,32,22
97,80,34
98,36,22
99,31,20
100,34,20
101,364,36
102,364,22
103,342,20
104,80,34
105,80,34
106,304,70
107,51,34
108,0,20
109,304,70
110,78,21
111,83,22
112,83,22
113,51,20
114,304,22
