time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
0.5, 0.990783, 1.000000, 0.978261, 1.000000, 0.978261, 0.967742, 1.000000, 0.967213, 1.000000, 0.978022, 1.000000, 
31.0, 0.981567, 1.000000, 0.934783, 1.000000, 0.934783, 0.903226, 1.000000, 0.934426, 1.000000, 0.956044, 1.000000, 
32.0, 0.976959, 1.000000, 0.934783, 1.000000, 0.934783, 0.903226, 1.000000, 0.934426, 1.000000, 0.956044, 1.000000, 
60.0, 0.972350, 1.000000, 0.913043, 1.000000, 0.913043, 0.870968, 1.000000, 0.918033, 1.000000, 0.945055, 1.000000, 
61.0, 0.967742, 1.000000, 0.891304, 1.000000, 0.891304, 0.838710, 1.000000, 0.901639, 1.000000, 0.934066, 1.000000, 
152.0, 0.963134, 1.000000, 0.891304, 1.000000, 0.891304, 0.838710, 1.000000, 0.901639, 1.000000, 0.934066, 0.978723, 
153.0, 0.958525, 1.000000, 0.869565, 1.000000, 0.869565, 0.838710, 1.000000, 0.885246, 1.000000, 0.923077, 0.978723, 
174.0, 0.953917, 1.000000, 0.869565, 1.000000, 0.869565, 0.838710, 1.000000, 0.885246, 1.000000, 0.923077, 0.978723, 
273.0, 0.949309, 1.000000, 0.847826, 1.000000, 0.847826, 0.806452, 1.000000, 0.868852, 1.000000, 0.912088, 0.978723, 
362.0, 0.944700, 1.000000, 0.847826, 0.987654, 0.847826, 0.806452, 1.000000, 0.868852, 1.000000, 0.912088, 0.978723, 
365.0, 0.940092, 1.000000, 0.826087, 0.987654, 0.826087, 0.774194, 1.000000, 0.852459, 1.000000, 0.901099, 0.978723, 
499.0, 0.935484, 1.000000, 0.804348, 0.987654, 0.804348, 0.741935, 1.000000, 0.836066, 1.000000, 0.890110, 0.978723, 
517.0, 0.930876, 1.000000, 0.804348, 0.987654, 0.804348, 0.741935, 1.000000, 0.836066, 1.000000, 0.879121, 0.978723, 
518.0, 0.926267, 1.000000, 0.804348, 0.987654, 0.804348, 0.741935, 1.000000, 0.819672, 1.000000, 0.868132, 0.978723, 
547.0, 0.917051, 1.000000, 0.760870, 0.987654, 0.760870, 0.677419, 1.000000, 0.786885, 1.000000, 0.846154, 0.978723, 
638.0, 0.912442, 1.000000, 0.739130, 0.987654, 0.739130, 0.645161, 1.000000, 0.770492, 1.000000, 0.835165, 0.978723, 
760.0, 0.907834, 1.000000, 0.717391, 0.987654, 0.717391, 0.645161, 1.000000, 0.754098, 1.000000, 0.824176, 0.978723, 
791.0, 0.903226, 1.000000, 0.695652, 0.987654, 0.695652, 0.612903, 1.000000, 0.737705, 1.000000, 0.813187, 0.978723, 
792.0, 0.898618, 1.000000, 0.695652, 0.975309, 0.695652, 0.612903, 1.000000, 0.737705, 1.000000, 0.813187, 0.978723, 
809.0, 0.894009, 1.000000, 0.695652, 0.975309, 0.695652, 0.612903, 1.000000, 0.737705, 1.000000, 0.813187, 0.978723, 
822.0, 0.889401, 1.000000, 0.695652, 0.975309, 0.695652, 0.612903, 1.000000, 0.737705, 1.000000, 0.813187, 0.978723, 
845.0, 0.884793, 1.000000, 0.673913, 0.975309, 0.673913, 0.580645, 1.000000, 0.721311, 1.000000, 0.802198, 0.978723, 
