id,left,right
0,358,30
1,303,20
2,482,30
3,201,23
4,119,24
5,47,50
6,482,30
7,303,20
8,3,50
9,32,22
10,463,22
11,358,30
12,196,24
13,165,22
14,9,50
15,303,20
16,303,20
17,482,30
18,77,50
19,259,20
20,12,50
21,55,50
22,482,30
23,482,30
24,303,20
25,259,20
26,12,50
27,358,30
28,10,50
29,77,50
30,165,22
31,166,30
32,165,22
33,482,30
34,326,41
35,77,50
36,29,22
37,398,41
38,166,23
39,165,22
40,24,23
41,482,30
42,47,50
43,463,22
44,22,22
45,5,23
46,202,24
47,482,30
48,47,50
49,15,50
50,196,24
51,201,23
52,4,50
53,65,49
54,30,22
55,463,22
56,463,22
57,0,50
58,77,50
59,482,30
60,77,50
61,482,30
62,482,30
63,358,30
64,303,20
65,482,30
66,358,30
67,31,22
68,303,20
69,326,41
70,463,22
71,482,30
72,463,22
73,482,30
74,58,41
75,99,20
76,463,22
77,77,50
78,77,50
79,55,50
80,12,50
81,55,50
82,259,20
83,77,50
84,55,50
85,24,23
86,166,30
87,482,30
88,482,30
89,303,20
90,303,20
91,463,22
92,12,50
93,179,20
94,37,50
95,482,30
96,201,23
97,463,22
98,160,24
99,47,50
100,202,24
101,358,30
102,172,162
103,259,20
104,166,23
105,326,41
106,259,20
107,482,30
108,482,30
109,482,30
110,482,30
111,27,50
112,259,20
113,482,30
114,12,50
