id,left,right
0,29,24
1,23,24
2,249,24
3,30,24
4,249,24
5,30,24
6,249,24
7,29,24
8,114,24
9,249,24
10,31,24
11,114,24
12,54,24
13,114,24
14,54,24
15,114,24
16,249,24
17,23,114
18,10,24
19,24,114
20,9,22
21,249,24
22,249,24
23,249,24
24,114,24
25,249,24
26,249,24
27,114,24
28,31,24
29,54,30
30,30,24
31,30,24
32,249,24
33,249,24
34,249,114
35,249,24
36,31,24
37,12,30
38,249,114
39,249,114
40,27,24
41,31,24
42,31,24
43,30,24
44,249,24
45,54,30
46,23,24
47,249,24
48,20,24
49,114,24
50,249,24
51,114,24
52,114,24
53,114,24
54,249,24
55,249,24
56,249,24
57,114,24
58,114,24
59,54,30
60,249,24
61,12,24
62,23,24
63,20,24
64,249,24
65,249,24
66,30,24
67,54,24
68,54,24
69,114,24
70,249,24
71,34,24
72,30,24
73,17,100
74,249,114
75,249,24
76,24,114
77,30,24
78,249,24
79,249,24
80,249,24
81,12,100
82,114,24
83,30,24
84,34,24
85,12,24
86,114,24
