id,distance,n_actions
0,0.100806,1
1,0.103047,1
2,0.087366,1
3,0.086358,1
4,0.063396,1
5,0.069444,1
6,0.260753,2
7,0.213710,2
8,0.211470,2
9,0.105287,1
10,0.062724,1
11,0.098566,1
12,0.094086,1
13,0.249552,2
14,0.089606,1
15,0.096326,1
16,0.240591,2
17,0.094086,1
18,0.227151,2
19,0.098566,1
20,0.246729,2
21,0.049283,1
22,0.076165,1
23,0.100806,1
24,0.091846,1
25,0.098566,1
26,0.067204,1
27,0.245072,2
28,0.091846,1
29,0.094086,1
30,0.222670,2
31,0.094086,1
32,0.145609,1
33,0.076165,1
34,0.220430,2
35,0.256272,2
36,0.058244,1
37,0.096326,1
38,0.276434,2
39,0.096326,1
40,0.294355,2
41,0.209229,2
42,0.103047,1
43,0.080645,1
44,0.103047,1
45,0.269713,2
46,0.062724,1
47,0.094086,1
48,0.051523,1
49,0.076165,1
50,0.233871,2
51,0.283154,2
52,0.078405,1
53,0.213710,2
54,0.064964,1
55,0.271953,2
56,0.085125,1
57,0.085125,1
58,0.076165,1
59,0.274194,2
60,0.080600,1
61,0.087366,1
62,0.088396,1
63,0.059834,1
64,0.062679,1
65,0.090300,1
66,0.091846,1
67,0.262142,2
68,0.219691,2
69,0.076165,1
70,0.087366,1
71,0.061649,1
72,0.095004,1
73,0.079435,1
74,0.071685,1
75,0.089606,1
76,0.061380,1
77,0.103047,1
78,0.091263,1
79,0.092854,1
80,0.100874,1
81,0.256272,2
82,0.281855,2
83,0.064225,1
84,0.075426,1
85,0.100806,1
