time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.984444, 0.894737, 1.000000, 0.967742, 1.000000, 0.961165, 0.994595, 0.964602, 0.994595, 0.975460, 0.994595, 0.979381, 0.994949, 0.994819, 0.900000, 0.988506, 1.000000, 
2.0, 0.973333, 0.868421, 1.000000, 0.967742, 1.000000, 0.951456, 0.989189, 0.938053, 0.989189, 0.950920, 0.989189, 0.958763, 0.989899, 0.989637, 0.875000, 0.977011, 0.989011, 
3.0, 0.966667, 0.815789, 1.000000, 0.935484, 1.000000, 0.922330, 0.989189, 0.911504, 0.989189, 0.932515, 0.989189, 0.943299, 0.989899, 0.989637, 0.825000, 0.959770, 0.989011, 
4.0, 0.964444, 0.789474, 1.000000, 0.919355, 1.000000, 0.912621, 0.989189, 0.911504, 0.989189, 0.926380, 0.989189, 0.938144, 0.989899, 0.989637, 0.800000, 0.959770, 0.989011, 
5.0, 0.960000, 0.789474, 1.000000, 0.919355, 1.000000, 0.902913, 0.989189, 0.893805, 0.989189, 0.914110, 0.989189, 0.927835, 0.989899, 0.989637, 0.800000, 0.954023, 0.989011, 
6.0, 0.951111, 0.736842, 1.000000, 0.887097, 1.000000, 0.883495, 0.989189, 0.867257, 0.989189, 0.895706, 0.989189, 0.912371, 0.984848, 0.989637, 0.750000, 0.942529, 0.989011, 
7.0, 0.937778, 0.684211, 1.000000, 0.822581, 1.000000, 0.844660, 0.989189, 0.840708, 0.989189, 0.865031, 0.989189, 0.886598, 0.984848, 0.989637, 0.700000, 0.925287, 0.989011, 
10.0, 0.931111, 0.684211, 1.000000, 0.806452, 1.000000, 0.834951, 0.989189, 0.814159, 0.989189, 0.846626, 0.989189, 0.871134, 0.984848, 0.989637, 0.700000, 0.919540, 0.989011, 
11.0, 0.924444, 0.657895, 1.000000, 0.790323, 1.000000, 0.815534, 0.989189, 0.796460, 0.989189, 0.834356, 0.989189, 0.860825, 0.984848, 0.989637, 0.675000, 0.913793, 0.989011, 
14.0, 0.920000, 0.631579, 1.000000, 0.758065, 1.000000, 0.796117, 0.989189, 0.778761, 0.989189, 0.822086, 0.989189, 0.850515, 0.984848, 0.989637, 0.650000, 0.908046, 0.989011, 
16.0, 0.917778, 0.605263, 1.000000, 0.741935, 1.000000, 0.786408, 0.989189, 0.769912, 0.989189, 0.815951, 0.989189, 0.845361, 0.984848, 0.989637, 0.625000, 0.902299, 0.989011, 
17.0, 0.913333, 0.605263, 0.993902, 0.741935, 0.993750, 0.786408, 0.983784, 0.761062, 0.983784, 0.809816, 0.983784, 0.840206, 0.979798, 0.984456, 0.625000, 0.902299, 0.989011, 
18.0, 0.906667, 0.605263, 0.987805, 0.725806, 0.987500, 0.776699, 0.978378, 0.761062, 0.978378, 0.803681, 0.978378, 0.835052, 0.969697, 0.979275, 0.625000, 0.896552, 0.978022, 
19.0, 0.902222, 0.552632, 0.987805, 0.693548, 0.987500, 0.757282, 0.978378, 0.743363, 0.978378, 0.791411, 0.978378, 0.824742, 0.969697, 0.979275, 0.575000, 0.890805, 0.978022, 
20.0, 0.897778, 0.552632, 0.987805, 0.693548, 0.987500, 0.747573, 0.978378, 0.734513, 0.978378, 0.785276, 0.978378, 0.819588, 0.964646, 0.979275, 0.550000, 0.879310, 0.978022, 
