id,left,right
0,83,33
1,64,88
2,167,88
3,16,33
4,34,88
5,64,88
6,15,88
7,29,33
8,34,88
9,15,88
10,229,108
11,91,22
12,229,22
13,17,88
14,26,33
15,83,33
16,98,28
17,83,33
18,229,22
19,167,88
20,37,47
21,34,88
22,17,88
23,19,33
24,83,33
25,229,22
26,83,33
27,167,88
28,88,34
29,8,88
30,167,88
31,91,22
32,29,108
33,167,88
34,229,108
35,98,47
36,17,88
37,8,88
38,19,88
39,167,88
40,48,108
41,64,88
42,16,33
43,229,108
44,167,88
45,48,108
46,29,108
47,83,33
48,32,47
49,26,33
50,20,33
51,20,33
52,37,47
53,28,47
54,229,22
55,48,108
56,229,22
57,83,33
58,91,22
59,26,33
60,15,88
61,83,33
62,26,33
63,30,108
64,18,88
65,17,88
66,229,22
67,167,88
68,98,47
69,229,22
70,37,47
71,167,88
72,83,33
73,28,34
74,16,33
75,29,33
76,19,88
77,83,33
78,229,22
79,83,33
80,19,88
81,167,88
82,30,108
83,15,88
84,40,48
85,91,22
86,229,22
