time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
1.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
107.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
238.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
292.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
438.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
482.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
750.0, 0.996403, 1.000000, 0.994505, 0.980392, 1.000000, 0.989011, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
832.0, 0.992740, 1.000000, 0.988887, 0.960784, 1.000000, 0.977772, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
911.0, 0.992740, 1.000000, 0.988887, 0.960784, 1.000000, 0.977772, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
919.0, 0.992740, 1.000000, 0.988887, 0.960784, 1.000000, 0.977772, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
943.0, 0.992740, 1.000000, 0.988887, 0.960784, 1.000000, 0.977772, 1.000000, 1.000000, 0.988235, 0.981818, 1.000000, 1.000000, 1.000000, 
1053.0, 0.989035, 0.985714, 0.988887, 0.960784, 1.000000, 0.977772, 1.000000, 1.000000, 0.975882, 0.981818, 1.000000, 1.000000, 0.965517, 
1059.0, 0.985331, 0.971429, 0.988887, 0.960784, 0.993197, 0.977772, 0.992593, 1.000000, 0.975882, 0.981818, 1.000000, 1.000000, 0.965517, 
1060.0, 0.981627, 0.957143, 0.988887, 0.960784, 0.993197, 0.977772, 0.992593, 1.000000, 0.963529, 0.981818, 1.000000, 1.000000, 0.965517, 
1064.0, 0.974218, 0.942857, 0.983171, 0.960784, 0.993197, 0.977772, 0.985185, 1.000000, 0.951176, 0.962182, 1.000000, 1.000000, 0.965517, 
1072.0, 0.970514, 0.928571, 0.983171, 0.940768, 0.993197, 0.966403, 0.985185, 1.000000, 0.951176, 0.962182, 1.000000, 1.000000, 0.965517, 
1075.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1089.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1155.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1298.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1313.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1380.0, 0.966810, 0.914286, 0.983171, 0.920752, 0.993197, 0.955033, 0.985185, 1.000000, 0.938824, 0.962182, 1.000000, 1.000000, 0.931034, 
1647.0, 0.963033, 0.899539, 0.983171, 0.899825, 0.993197, 0.943095, 0.985185, 1.000000, 0.925784, 0.962182, 1.000000, 1.000000, 0.896552, 
1670.0, 0.959257, 0.884793, 0.983171, 0.878899, 0.993197, 0.931158, 0.985185, 1.000000, 0.925784, 0.962182, 1.000000, 1.000000, 0.896552, 
1775.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
1788.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
1820.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
1881.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
1948.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
1993.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2010.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2072.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2157.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2166.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2245.0, 0.955480, 0.870046, 0.983171, 0.878899, 0.986395, 0.919220, 0.985185, 1.000000, 0.925784, 0.962182, 0.975000, 1.000000, 0.896552, 
2268.0, 0.951548, 0.870046, 0.983171, 0.878899, 0.979298, 0.919220, 0.985185, 0.973684, 0.925784, 0.962182, 0.950000, 0.987500, 0.896552, 
2293.0, 0.947616, 0.853630, 0.983171, 0.856363, 0.979298, 0.906628, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2542.0, 0.947616, 0.853630, 0.983171, 0.856363, 0.979298, 0.906628, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2831.0, 0.947616, 0.853630, 0.983171, 0.856363, 0.979298, 0.906628, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2854.0, 0.947616, 0.853630, 0.983171, 0.856363, 0.979298, 0.906628, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2896.0, 0.947616, 0.853630, 0.983171, 0.856363, 0.979298, 0.906628, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2933.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
2949.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
3017.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
3022.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
3033.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
3101.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
3148.0, 0.943618, 0.836892, 0.983171, 0.833218, 0.979298, 0.893858, 0.985185, 0.973684, 0.911967, 0.962182, 0.950000, 0.987500, 0.896552, 
