time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
41.0, 0.994681, 0.974359, 1.000000, 0.971014, 1.000000, 0.979798, 1.000000, 0.984127, 1.000000, 0.987342, 1.000000, 1.000000, 0.977778, 0.980392, 1.000000, 
43.0, 0.992021, 0.974359, 1.000000, 0.971014, 1.000000, 0.969697, 1.000000, 0.976190, 1.000000, 0.981013, 1.000000, 1.000000, 0.955556, 0.970588, 1.000000, 
51.0, 0.989362, 0.948718, 1.000000, 0.956522, 1.000000, 0.959596, 1.000000, 0.968254, 1.000000, 0.974684, 1.000000, 1.000000, 0.933333, 0.960784, 1.000000, 
71.0, 0.986702, 0.923077, 1.000000, 0.942029, 1.000000, 0.949495, 1.000000, 0.960317, 1.000000, 0.968354, 1.000000, 1.000000, 0.911111, 0.950980, 1.000000, 
77.0, 0.984043, 0.897436, 1.000000, 0.927536, 1.000000, 0.939394, 1.000000, 0.952381, 1.000000, 0.962025, 1.000000, 1.000000, 0.888889, 0.950980, 1.000000, 
94.0, 0.981383, 0.871795, 1.000000, 0.913043, 1.000000, 0.929293, 1.000000, 0.944444, 1.000000, 0.955696, 1.000000, 1.000000, 0.888889, 0.950980, 0.996032, 
110.0, 0.978723, 0.871795, 1.000000, 0.898551, 1.000000, 0.919192, 1.000000, 0.936508, 1.000000, 0.949367, 1.000000, 1.000000, 0.888889, 0.950980, 0.992063, 
111.0, 0.976064, 0.846154, 1.000000, 0.884058, 1.000000, 0.909091, 1.000000, 0.928571, 1.000000, 0.943038, 1.000000, 1.000000, 0.866667, 0.950980, 0.992063, 
130.0, 0.973404, 0.820513, 1.000000, 0.869565, 1.000000, 0.898990, 1.000000, 0.920635, 1.000000, 0.936709, 1.000000, 1.000000, 0.844444, 0.941176, 0.992063, 
131.0, 0.970745, 0.794872, 1.000000, 0.855072, 1.000000, 0.888889, 1.000000, 0.912698, 1.000000, 0.930380, 1.000000, 1.000000, 0.822222, 0.931373, 0.992063, 
140.0, 0.968085, 0.769231, 1.000000, 0.840580, 1.000000, 0.878788, 1.000000, 0.904762, 1.000000, 0.924051, 1.000000, 1.000000, 0.822222, 0.921569, 0.992063, 
179.0, 0.965426, 0.743590, 1.000000, 0.826087, 1.000000, 0.868687, 1.000000, 0.896825, 1.000000, 0.917722, 1.000000, 1.000000, 0.800000, 0.911765, 0.992063, 
186.0, 0.962766, 0.717949, 1.000000, 0.811594, 1.000000, 0.858586, 1.000000, 0.888889, 1.000000, 0.911392, 1.000000, 1.000000, 0.800000, 0.901961, 0.992063, 
193.0, 0.960106, 0.717949, 1.000000, 0.811594, 1.000000, 0.858586, 0.995349, 0.888889, 1.000000, 0.911392, 0.995192, 1.000000, 0.800000, 0.892157, 0.992063, 
198.0, 0.957447, 0.717949, 1.000000, 0.811594, 0.994536, 0.858586, 0.990698, 0.888889, 0.994536, 0.911392, 0.990385, 0.993631, 0.800000, 0.892157, 0.988095, 
207.0, 0.954787, 0.692308, 1.000000, 0.797101, 0.994536, 0.848485, 0.990698, 0.880952, 0.994536, 0.905063, 0.990385, 0.993631, 0.800000, 0.882353, 0.988095, 
216.0, 0.952128, 0.666667, 1.000000, 0.782609, 0.994536, 0.838384, 0.990698, 0.873016, 0.994536, 0.898734, 0.990385, 0.993631, 0.777778, 0.882353, 0.984127, 
221.0, 0.949468, 0.641026, 1.000000, 0.768116, 0.994536, 0.828283, 0.990698, 0.865079, 0.994536, 0.892405, 0.990385, 0.993631, 0.755556, 0.872549, 0.984127, 
223.0, 0.946809, 0.615385, 1.000000, 0.753623, 0.994536, 0.818182, 0.990698, 0.857143, 0.994536, 0.886076, 0.990385, 0.993631, 0.733333, 0.862745, 0.984127, 
249.0, 0.944149, 0.615385, 1.000000, 0.753623, 0.994536, 0.818182, 0.986047, 0.857143, 0.994536, 0.886076, 0.985577, 0.993631, 0.733333, 0.852941, 0.984127, 
264.0, 0.938830, 0.564103, 1.000000, 0.724638, 0.994536, 0.797980, 0.986047, 0.841270, 0.994536, 0.873418, 0.985577, 0.993631, 0.688889, 0.843137, 0.980159, 
304.0, 0.936170, 0.538462, 1.000000, 0.710145, 0.994536, 0.787879, 0.986047, 0.833333, 0.994536, 0.867089, 0.985577, 0.993631, 0.688889, 0.843137, 0.976190, 
321.0, 0.933511, 0.538462, 1.000000, 0.710145, 0.994536, 0.787879, 0.986047, 0.825397, 0.994536, 0.860759, 0.985577, 0.993631, 0.688889, 0.833333, 0.976190, 
326.0, 0.930851, 0.512821, 1.000000, 0.695652, 0.994536, 0.777778, 0.986047, 0.817460, 0.994536, 0.854430, 0.985577, 0.993631, 0.666667, 0.833333, 0.972222, 
334.0, 0.928191, 0.512821, 1.000000, 0.681159, 0.994536, 0.767677, 0.986047, 0.809524, 0.994536, 0.848101, 0.985577, 0.993631, 0.644444, 0.823529, 0.972222, 
348.0, 0.925532, 0.487179, 1.000000, 0.666667, 0.994536, 0.757576, 0.986047, 0.801587, 0.994536, 0.841772, 0.985577, 0.993631, 0.644444, 0.813725, 0.972222, 
359.0, 0.922872, 0.461538, 1.000000, 0.652174, 0.994536, 0.747475, 0.986047, 0.793651, 0.994536, 0.835443, 0.985577, 0.993631, 0.644444, 0.813725, 0.968254, 
388.0, 0.920213, 0.461538, 1.000000, 0.652174, 0.994536, 0.747475, 0.986047, 0.793651, 0.994536, 0.835443, 0.985577, 0.993631, 0.644444, 0.803922, 0.968254, 
400.0, 0.917553, 0.435897, 1.000000, 0.637681, 0.994536, 0.737374, 0.986047, 0.785714, 0.994536, 0.829114, 0.985577, 0.993631, 0.622222, 0.794118, 0.968254, 
466.0, 0.914894, 0.410256, 1.000000, 0.623188, 0.994536, 0.727273, 0.986047, 0.777778, 0.994536, 0.822785, 0.985577, 0.993631, 0.600000, 0.794118, 0.964286, 
489.0, 0.912234, 0.410256, 1.000000, 0.608696, 0.994536, 0.717172, 0.986047, 0.769841, 0.994536, 0.816456, 0.985577, 0.993631, 0.577778, 0.794118, 0.960317, 
515.0, 0.909574, 0.410256, 0.994792, 0.608696, 0.989071, 0.717172, 0.981395, 0.769841, 0.989071, 0.816456, 0.980769, 0.987261, 0.577778, 0.794118, 0.956349, 
549.0, 0.906915, 0.384615, 0.994792, 0.594203, 0.989071, 0.707071, 0.981395, 0.761905, 0.989071, 0.810127, 0.980769, 0.987261, 0.555556, 0.784314, 0.956349, 
552.0, 0.904255, 0.358974, 0.994792, 0.579710, 0.989071, 0.696970, 0.981395, 0.753968, 0.989071, 0.803797, 0.980769, 0.987261, 0.555556, 0.774510, 0.956349, 
559.0, 0.901596, 0.358974, 0.994792, 0.579710, 0.989071, 0.696970, 0.981395, 0.753968, 0.989071, 0.803797, 0.980769, 0.980892, 0.555556, 0.774510, 0.956349, 
597.0, 0.896277, 0.333333, 0.994792, 0.550725, 0.989071, 0.676768, 0.981395, 0.738095, 0.989071, 0.791139, 0.980769, 0.980892, 0.555556, 0.764706, 0.952381, 
611.0, 0.893617, 0.333333, 0.994792, 0.550725, 0.989071, 0.676768, 0.981395, 0.738095, 0.989071, 0.784810, 0.980769, 0.980892, 0.555556, 0.754902, 0.952381, 
617.0, 0.893617, 0.333333, 0.994792, 0.550725, 0.989071, 0.676768, 0.981395, 0.738095, 0.989071, 0.784810, 0.980769, 0.980892, 0.555556, 0.754902, 0.952381, 
625.0, 0.890950, 0.307692, 0.994792, 0.536232, 0.989071, 0.666667, 0.981395, 0.730072, 0.989071, 0.778430, 0.980769, 0.980892, 0.533333, 0.744969, 0.952381, 
662.0, 0.888282, 0.307692, 0.994792, 0.536232, 0.989071, 0.666667, 0.981395, 0.730072, 0.989071, 0.772049, 0.980769, 0.980892, 0.533333, 0.744969, 0.948413, 
673.0, 0.885614, 0.307692, 0.994792, 0.521739, 0.989071, 0.656566, 0.981395, 0.722050, 0.989071, 0.765668, 0.980769, 0.980892, 0.533333, 0.744969, 0.944444, 
681.0, 0.882947, 0.307692, 0.994792, 0.521739, 0.989071, 0.656566, 0.976744, 0.722050, 0.989071, 0.765668, 0.980769, 0.980892, 0.533333, 0.735036, 0.944444, 
691.0, 0.882947, 0.307692, 0.994792, 0.521739, 0.989071, 0.656566, 0.976744, 0.722050, 0.989071, 0.765668, 0.980769, 0.980892, 0.533333, 0.735036, 0.944444, 
694.0, 0.880271, 0.307692, 0.994792, 0.521739, 0.989071, 0.656566, 0.972071, 0.722050, 0.989071, 0.765668, 0.975938, 0.980892, 0.533333, 0.725103, 0.944444, 
703.0, 0.877596, 0.282051, 0.994792, 0.507246, 0.989071, 0.646465, 0.972071, 0.714027, 0.989071, 0.759288, 0.975938, 0.980892, 0.533333, 0.715170, 0.944444, 
708.0, 0.874920, 0.282051, 0.989556, 0.507246, 0.983576, 0.646465, 0.967397, 0.714027, 0.983576, 0.759288, 0.971106, 0.974481, 0.533333, 0.715170, 0.940459, 
732.0, 0.874920, 0.282051, 0.989556, 0.507246, 0.983576, 0.646465, 0.967397, 0.714027, 0.983576, 0.759288, 0.971106, 0.974481, 0.533333, 0.715170, 0.940459, 
733.0, 0.872236, 0.282051, 0.989556, 0.507246, 0.983576, 0.646465, 0.967397, 0.705913, 0.983576, 0.752853, 0.971106, 0.974481, 0.511111, 0.715170, 0.936474, 
737.0, 0.872236, 0.282051, 0.989556, 0.507246, 0.983576, 0.646465, 0.967397, 0.705913, 0.983576, 0.752853, 0.971106, 0.974481, 0.511111, 0.715170, 0.936474, 
750.0, 0.869544, 0.256410, 0.989556, 0.492754, 0.983576, 0.636364, 0.967397, 0.697705, 0.983576, 0.746363, 0.971106, 0.974481, 0.511111, 0.705097, 0.936474, 
762.0, 0.866852, 0.256410, 0.989556, 0.492754, 0.983576, 0.626263, 0.967397, 0.689496, 0.983576, 0.739873, 0.971106, 0.974481, 0.511111, 0.705097, 0.932472, 
769.0, 0.864160, 0.256410, 0.989556, 0.478261, 0.983576, 0.616162, 0.967397, 0.681288, 0.983576, 0.733383, 0.971106, 0.974481, 0.511111, 0.695025, 0.932472, 
778.0, 0.861468, 0.256410, 0.984320, 0.478261, 0.983576, 0.616162, 0.962724, 0.681288, 0.983576, 0.733383, 0.966275, 0.974481, 0.511111, 0.684952, 0.932472, 
785.0, 0.858776, 0.230769, 0.984320, 0.463768, 0.983576, 0.606061, 0.962724, 0.673080, 0.983576, 0.726893, 0.966275, 0.974481, 0.488889, 0.674879, 0.932472, 
786.0, 0.856084, 0.230769, 0.984320, 0.449275, 0.983576, 0.595960, 0.962724, 0.664872, 0.983576, 0.720403, 0.966275, 0.974481, 0.488889, 0.674879, 0.928470, 
