id,left,right
0,35,25
1,129,25
2,1,22
3,25,21
4,5,21
5,2,22
6,1,22
7,12,22
8,2,21
9,237,43
10,114,21
11,3,22
12,78,21
13,17,22
14,114,21
15,5,21
16,64,34
17,3,22
18,63,25
19,14,22
20,129,25
21,114,21
22,32,22
23,35,21
24,63,25
25,29,25
26,29,25
27,6,21
28,5,22
29,2,22
30,114,21
31,114,21
32,1,22
33,63,25
34,18,22
35,77,43
36,114,21
37,129,25
38,13,21
39,14,22
40,25,21
41,192,34
42,0,22
43,78,21
44,13,22
45,7,22
46,3,22
47,63,25
48,27,43
49,32,22
50,0,22
51,78,21
52,18,22
53,192,34
54,78,21
55,8,22
56,2,21
