rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 1, 1, 0, 14.6530, 63.1105, 0.0000, 0.0000, 4.0000, 35.9000, -31.9000
r2, 1, 1, 0, 3.8560, 14.3959, 0.0000, 0.0001, 12.6000, 35.9000, -23.3000
r3, 1, 1, 0, 22.3650, 63.1105, 0.0000, 0.0000, 6.0000, 35.9000, -29.9000
r4, 1, 1, 0, 26.3496, 62.9820, 0.0000, 0.0000, 6.5000, 35.9000, -29.4000
r5, 1, 1, 0, 3.8560, 14.3959, 0.0000, 0.0295, 21.0000, 35.9000, -14.9000
r6, 2, 2, 1, 26.8638, 63.4961, 0.0000, 0.0000, 6.4000, 35.9000, -29.5000
r7, 1, 1, 0, 9.1260, 17.4807, 0.0000, 0.0179, 22.4000, 35.9000, -13.5000
r8, 1, 1, 0, 3.8560, 7.4550, 0.0000, 0.0338, 19.4000, 32.7000, -13.3000
r9, 1, 1, 0, 3.8560, 6.0411, 0.0000, 0.2784, 31.0000, 31.2000, -0.2000
r10, 1, 1, 0, 49.3573, 14.6530, 0.0000, 0.0000, 29.0000, 4.0000, 25.0000
