id,p
0,0.000035
1,0.000000
2,0.000166
3,0.001325
4,0.000035
5,0.000078
6,0.000166
7,0.005832
8,0.000166
9,0.002494
10,0.000007
11,0.001325
12,0.000049
13,0.000000
14,0.000480
15,0.000078
16,0.000341
17,0.000000
18,0.000341
19,0.000016
20,0.000078
21,0.000001
22,0.001325
23,0.000001
24,0.000035
25,0.000078
26,0.000003
27,0.000016
28,0.000035
29,0.000000
30,0.000683
31,0.000016
32,0.000078
33,0.000232
34,0.000078
35,0.000000
36,0.000035
37,0.000166
38,0.000000
39,0.000004
40,0.000166
41,0.000078
42,0.000035
43,0.000480
44,0.001859
45,0.000000
46,0.000078
47,0.000049
48,0.000003
49,0.000480
50,0.000035
51,0.000035
52,0.001325
53,0.000683
54,0.000000
55,0.000035
56,0.000000
57,0.000109
58,0.000341
59,0.000000
60,0.000000
61,0.000480
62,0.000007
63,0.000035
64,0.000000
65,0.000035
66,0.000035
67,0.000016
68,0.000232
69,0.000000
70,0.002494
71,0.000166
72,0.000683
73,0.000078
74,0.000035
75,0.000000
76,0.000007
77,0.000341
78,0.000035
79,0.000480
80,0.000035
81,0.000078
82,0.000341
83,0.248857
84,0.000166
85,0.000000
86,0.000007
87,0.000035
88,0.004557
89,0.000166
90,0.001325
91,0.000000
92,0.000000
93,0.000000
94,0.002494
95,0.004557
96,0.002494
97,0.000049
98,0.000009
99,0.000049
