id,left,right
0,25,25
1,229,23
2,392,24
3,179,20
4,229,23
5,467,25
6,19,56
7,31,25
8,5,56
9,183,23
10,6,56
11,229,23
12,19,56
13,19,56
14,4,56
15,69,25
16,467,25
17,55,23
18,121,24
19,14,56
20,229,23
21,229,23
22,10,56
23,9,56
24,467,25
25,1,56
26,13,56
27,10,56
28,3,56
29,1007,29
30,229,23
31,183,23
32,229,23
33,55,23
34,19,56
35,6,56
36,46,24
37,229,23
38,467,25
39,19,56
40,31,20
41,108,20
42,19,56
43,2,56
44,22,56
45,183,23
46,19,56
47,19,56
48,254,24
49,5,56
50,183,23
51,1007,29
52,183,23
53,1,56
54,6,56
55,1,56
56,179,20
57,254,24
58,19,56
59,13,56
60,5,56
61,392,24
62,10,56
63,68,24
64,55,23
65,392,24
66,392,24
67,11,23
68,2,56
69,31,25
70,467,25
71,13,23
72,223,22
73,10,20
74,392,24
75,229,23
76,1007,29
77,392,24
78,1007,29
79,179,20
80,10,56
81,6,56
82,183,23
83,6,56
84,55,23
85,288,99
86,0,56
87,17,56
88,13,56
89,2,56
90,25,56
91,847,28
92,21,56
93,30,23
94,9,56
95,19,56
96,69,25
97,25,25
98,5,56
99,392,24
100,121,24
101,392,24
102,10,56
103,13,56
104,183,23
105,201,62
106,183,23
107,108,20
108,229,23
109,392,24
110,25,56
111,10,23
112,229,23
113,10,56
114,847,28
